Rating,Title,Author,Review Description,Pro,Con
5.0,Energizing Place to Work with Creative People,"Technical Writer III (Former Employee) - Remote - March 31, 2022",I worked a contract position on a great team where we did great work. Hard to convert to full-time job and Google managers can’t give you a reference for non- Google jobs.,,
5.0,Great Benefits and Flexibility,"Senior Test Engineer (Current Employee) - San Francisco, CA - March 30, 2022","I am generally happy with my work-life balance, benefits and overall flexibility in what I work on and how high up I want to reach. I am surrounding by a good support system and can take on as many challenges as I'd like!",,
5.0,Not Applicable,"Software Developer (Former Employee) - Atlanta, GA - March 30, 2022","Fairly good company to work for long term.
I’ve enjoyed my career here for a compilation of years now.
If I could do it all over, I wouldn’t wish to take another path than the one chosen for me.",,
4.0,Variety of projects but none ever made it to production.,"Mechanical Design Engineer (Former Employee) - Mountain View, CA - March 25, 2022",I worked as a contractor and there’s a line separating treatment between regular and contractors. It could be a much better company if they spend their resources wisely.,,
4.0,Good company culture and room for growth,"Senior Research Scientist (Former Employee) - San Francisco, CA - March 22, 2022","Fitbit is not a small company but the attitude and work environment are more like a start-up (dynamic, innovative, ...). The team is friendly and helpful. You would not feel like a stranger. Career growth is possible, managers are supportive and help with career path.",,
5.0,Productive & fun workplace,"Software Developer (Current Employee) - Bangalore, Karnataka - March 22, 2022","Culture is enabling and inclusive, and gives good opportunity to have a work life balance.
Lots of people engagement activities are a part of the workplace culture, and also helping out employees in the covid situation, through new policies in all aspects such as comfort, mental and physical well being, and technical enablement. Allows growth in various dimensions apart from core job.",,
5.0,Grass Is Always Greener,"HR (Former Employee) - Sunnyvale, CA - March 21, 2022","I loved Google and was there for 5+ years, but was frustrated in my role and took an outside opportunity. MISTAKE - the rest of the work world sucks and I should have never left.",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
4.0,Tbd,"Analyst (Current Employee) - US - March 21, 2022","Its enjoyable.

Alot of big data and metric focused, although it is a data and engineering company. As such not that large of a surprise.
That's all.
Thank you.",,
4.0,good,"Teacher (Former Employee) - Ajman - March 19, 2022","worked in GCC and good environment and with mixed culture with balance and fair time of working hours, start from 8 to 3, enjoying weekend Friday and Saturday.",,
5.0,Great working place,"Software Engineer (Current Employee) - Los Angeles, CA - March 14, 2022",Really nice working place and people here are soooo nice. The new ideas can be discussed freely hence we all eager for the communication. and maybe the good communication environment is the most important thing in company.,,
5.0,Good exp,"Intern (Former Employee) - Singapore - March 14, 2022","good experience, collaborative in nature, get to enjoy free food and the barista, fun colleagues abd bosses, can be stressful and things can get out of scope",,
5.0,None,"Consultant (Former Employee) - California - March 12, 2022",It is a good company to work for with good pay but the career progression is not that good in the company as it is a very large company and it also gives good benefits,,
4.0,Ambiente relaxado,"Freelancer (Former Employee) - Portugal - March 11, 2022",Colegas bastante simpáticos e uma boa cultura de trabalho.,,
5.0,Personal Growth and Perfect Experience,"Software Engineer (Current Employee) - Sunnyvale, CA - March 10, 2022","Helpful team members; challenging but fun projects; excellent benefits and perks; flexible working mode; great package. If you are pursuing personal growth, this is the right place!",,
4.0,Productive and fun,"Geo map driver (Former Employee) - Johannesburg, Gauteng - March 9, 2022","Setting you goals and time frame to complete.
Less stress meaning that you can be more productive within you set goals to complete tasks set out to you.",,
5.0,It's a great company,"Software Engineer (Current Employee) - Mountain View, CA - March 7, 2022","Good pay, not too much work, not too much stress, good benefits, etc.

What else is there to say? Google is google. Let me hit the 150 character minimum please",,
5.0,Triage nurse,"Triage Nurse (Current Employee) - Cicero, IL - March 7, 2022","Great company, they offer a lot of benefits. The environment was great and the people there really want you to succeed in the industry. I will stay here forever",,
3.0,Meh,"Software Engineer (Former Employee) - San Francisco, CA - March 5, 2022",Bureaucratic. Managers can be condescending. Very fun work and bright people though. There is also a level of prestige. Telling someone you work at google is cool.,,
4.0,Butler Service,"Vice President (Former Employee) - Mountain View, CA - March 3, 2022","I really enjoy coding at this amazing company. You get free food, unlimited drinks, and lots of stock options. It's the perfect job really. We don't have butler service.",,
5.0,fun place to work at,"Software Engineer (Current Employee) - Atlanta, GA - March 3, 2022",i learned to code better and allot of people are very freindly we get free lunch and coffee sometimes there are black outs but that is alright and we make sure to we also get a free computer to use,,
5.0,Great place,"Google Specialist (Former Employee) - Remote - March 3, 2022","Love it here. Awesome company to work for. Opportunities to advance. Top of the line benefits, pay and culture. This is the best place i have ever worked.",,
2.0,You get recognition for your work but sometimes there is too much work.,"Sales Associate (Current Employee) - Bangle, CA - February 28, 2022",You get recognition for your work but sometimes there is too much work. Managers are great. You also get free lunch and other perks apart from the usual.,,
4.0,Productive and innovative,"Intern (Former Employee) - Remote - February 27, 2022",I loved working at Google as a first-year intern. I would suggest that every student looking to go into the technology world should start at Google!!!,,
5.0,Very good,"CEO (Former Employee) - Calgary, AB - February 26, 2022","Pros
Few years of working at Amazon will elevate your Writing skills, Talent development skills, Deep Dive skills.
Cons
Not a right place if you want to cruise along. You better add value continuously with new ideas, and order of magnitude productivity improvements through automation.",,
4.0,"Productive, frindly workplace","Intern (Former Employee) - Maryland - February 26, 2022","Pretty good, management can sometimes be harmful, but depends on where you work. Other employees were friendly, helped when I didn’t know something. Didn’t really interact with the higher ups too much",,
5.0,Amazing place to work I was a contractor there and would gladly contract again.,"Security Officer (Former Employee) - Tulsa, OK - February 25, 2022",A great company that really knows how to take care of it's employees. They have a fun culture. Working there can be exciting with lots of opportunities to learn and grow as a person.,,
5.0,It was good,"Support Specialist (Former Employee) - Nyc - February 23, 2022",I liked the people. I liked the job. I liked the atmosphere. Growth was good. Check was good. Pretty ok gig. Not really much else to say oh……… goid development,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Exciting company fantastic place to work,"Graphic Designer (Former Employee) - Newcastle upon Tyne, Tyne and Wear - February 23, 2022",Fantastic would definitely recommend fun innotive place. They help you excell as a person and horn your skills definitely a place to feel valued and wanted,,
5.0,Fun,"Business Associate (Former Employee) - Malaysia - February 22, 2022","Good work fun good salary management easy to talk to very good I recommend orking here
Please apply now kinda tiring but very rewarding eventually let's go",,
5.0,Productive and Fum,"Security Officer (Current Employee) - Sydney NSW - February 22, 2022","A positive experience, very kind and courteous. I would rate working here 4.5/5 and recommend this workplace for people seeking work. A positive behaviour from staff.",,
5.0,Ambiente relajado y profesional.,"Fotógrafo freelance (Former Employee) - Copenhague, Dinamarca - February 20, 2022","He colaborado con Google brindando mis servicios de fotografía y video. Todo el proceso de, reclutamiento, Producción y post-producción fue realizado en un ambiente relajado, serio y profesional.",,
5.0,Nice office and perks,"Engineer (Former Employee) - New York, NY - February 19, 2022",Great team with challenging work. The management is a bit pushy. You'll need to fight for your favourite project if you'd like to grow in the next few years.,,
5.0,Great place to work with one of the brightest minds around.,"S/W Engineer (Current Employee) - Bangalore, Karnataka - February 18, 2022",Work culture has been very good and you get to know all the latest technologies. Great place to work with one of the brightest minds around. Work hours are flexible.,,
5.0,How googles Free food program help me in my hardest times,"Software Engineer (Current Employee) - Waterloo, ON - February 16, 2022","I've worked in this company for around 7 years now and I have enjoyed my time here so far. Not only are the staff very nice, but the job also pays well too. One thing that really helped me in this company was the food and snack program. When I graduated from college and just got into the company I was struggling with money. I was unable to afford a plate to eat but after getting into the company I was able to eat due to the free lunches and snacks provided, and keep myself energized which enhanced my working ability. This was really helpful as I was able to get myself back on my feet. Going into my 8th year I now have a house and am able to support myself.",,
4.0,Ambiente innovativo e stimolante,"IT Manager (Former Employee) - Milano, Lombardia - February 16, 2022",Ottimo ambiente di lavoro pieno di stimoli ma un po' frenetico,,
4.0,Environnement agréable,"Superviseur commercial (Former Employee) - Paris (75) - February 13, 2022","Très bonne expérience, mais il faut toujours aller dans le sens de la direction.",,
1.0,Depends on who you know.,"Maintenance Technician (Current Employee) - Nebraska - February 11, 2022","Performance reviews at Google have very little to do with actual performance. The performance expectations are vague at best. The term Googliness gets thrown around a lot but it doesn't really mean anything and at the end of the day, your googliness is just how popular you are with management.",,
5.0,amazing,"Security Officer (Former Employee) - Texas - February 10, 2022",Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,
5.0,Good,"Software Engineer (Former Employee) - United States - February 7, 2022","Good la, very good, great company, loving it, management good, food good, canteen good, i love to use google alot thats why i work there. Google is the best in the world.",,
4.0,"In general, Google lives up to its billing as a great place to work, although there are differences between offices and teams.","GLOBAL CLIENT EXECUTIVE (Former Employee) - Paris - February 6, 2022","Google certainly spoils its employees with all of the well known perks: free meals, funky offices, etc. And while many people will complain about pay, the truth is that Googlers are generally very well compensated.
But all of this comes with clear expectations to perform. Also, the large size of the company means that many senior managers are external hires and they bring with them the cultural baggage of their previous employers. The interview process is meant to ensure cultural fit, but no process is perfect. The result is that the culture can vary a lot from office to office or team to team within larger offices.",,
4.0,Pretty solid,"Street View Driver (Former Employee) - New England - February 4, 2022","Once you get in the groove of things and if you're a good driver it is quite an easy job. Pretty nice to be able to listen to music/podcasts and visit new cities daily.
Biggest downside is the pay. Adecco does the recruiting, drivers are paid the same rate across the country. $15 an hour, which is the pay, is very different in Massachusetts is comparison to Alabama. There is absolutely no overtime either. So people that are capable of driving even longer per day, or want to work an extra day on the weekend, are unable to do that. The least Google could is pay their Street View drivers a living wage.",,
5.0,Amazing Company Culture,"Project Manager (Current Employee) - Atlanta, GA - February 1, 2022","I’ve had the best professional experience here at Google and plan to be here a long time. The culture is amazing, there’s potential to grow, you get to work on projects that impacts millions of people globally, and the comp and benefits are some of the best in the industry.",,
5.0,Ambiente amigável e pessoas bem legais de trabalhar junto.,"Técnico em Informática (Former Employee) - Muique - January 31, 2022","Só saí da empresa por motivos pessoais de força maior, senão ainda estaria lá.",,
5.0,Great place to work,"Software Developer (Current Employee) - Vancouver, BC - January 29, 2022","Amazing place to work, love the campuses and free food. Really cool projects to work on and you have a reliable team to get help and support from. Fair place to work.",,
5.0,ทุกอย่างมีการแข่งขันและจุดเริ่มต้น,"ประชาสัมพันธ์ธุรการบริษัท microsoft (Former Employee) - กรุงเทพมหานคร - January 28, 2022",สวัสดีค่ะฉันพูดดูแลบริษัทไมโครซอฟต์ด้านไอทีฝากแง่คิดและคำถาม,,
5.0,Amazing company,"Technical Program Manager (Former Employee) - Mountain View, CA - January 27, 2022","Loved the time I spent at Google X both as an engineer and TPM. The people are brilliant, the infrastructure for all types of engineering is outstanding, and the pay/benefits are second to none.",,
4.0,Pretty good - get used to working outside of work at times .,"Software Developer (Current Employee) - London, Greater London - January 25, 2022","Working at Google ensures that all future opportunities within Tech are pretty accessible - but it does come at a cost.

Whilst the salary and the office location [London]/WFH model works well, the perks could be better.",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Google is an amazing employer,"Program Manager (Current Employee) - New York, NY - January 25, 2022","Google is an amazing employer, the benefits are great, the projects are interesting, and there's a lot of autonomy even at such a large company. The offices are fantastic and I'm happy spending time there.",Great projects,Sometimes management makes decisions that I don't understand
5.0,Productive and fun workplace.,"IT Consultant (Former Employee) - Remote - January 24, 2022","Working at Google is a great experience. I was able to learn a lot and the culture is amazing and people are friendly. A good place to work and balance your life too, The freedom to express you skills is much appreciated.",,
5.0,Great,"system (Former Employee) - san - January 19, 2022","Fun days, lots of food, games, activities, speakers, interesting people, great projects, room for growth and lots of opportunities for advancement in the field.",,
4.0,It's cool,"Software Engineer (Current Employee) - New York, NY - January 18, 2022","Fun, work for a bit, but also have time to work out, play ping pong, talk with coworkers, etc during the day. The paid time off is good, so I can visit family and just travel if I need to.",,
5.0,good,"Analyst (Current Employee) - Arizona - January 18, 2022","awesome place, good people, fun environment, happy, typical day at work, learned alot, management great, workplace culture awesome, easy days nice!!!",,
5.0,Dream come true,"Sales Manager (Former Employee) - New York, NY - January 17, 2022","Yes, dream come true. Exactly what everyone works so hard to get into. great culture with clear paths to success, oh and money isn't bad. gl to all applying.",,
5.0,Muy buena. oportunidad para crecer profesionalmente,"Recepcionista-Administrativa (Former Employee) - Madrid - January 14, 2022","Muy buena empresa, donde se aprende y te desarrollar como profesional",,
4.0,Fun place to work,"Digital Marketing Specialist (Current Employee) - Toronto, ON - January 11, 2022","Expectations are high, but management is supportive and most work is a collaborative effort. Coworkers are great due to the intensive interview/screening process.",,
4.0,Ambiente de trabajo divertido.,"Sales Associate (Former Employee) - London, KY - January 11, 2022","Muy buena experiencia en general, buenos compañeros y personal.",,
5.0,ทำงานหลายตามน้ำสนุกแล้วปลอดภัย,"ประชาสัมพันธ์ content ผู้ดูแลไม่อีเมลทุกอย่างเกี่ยวกับผลิตภัณฑ์ (Former Employee) - กรุงเทพมหานคร - January 10, 2022",ความอดทนเรียนรู้ศึกษาเราจะไม่ได้เก่งขอให้เราอดทนและใส่ใจมันดูแลงานที่เราใส่ใจและรักแต่ก่อนทำงานด้วยความรักและความอดทน,,
5.0,Hard but fun,"Community Manager (Current Employee) - Los Angeles, CA - January 10, 2022","Google makes sure you're gaving fun because all of its employees are hard working. i enjoy working here very much. The campus, not to mention, is also incredibly gorgeous",,
5.0,"Loved this job, the team was great to work with and I enjoyed basically being my own boss.","Street View Driver (Former Employee) - Barrie, ON - January 10, 2022",Absolutely loved working with Google. They were friendly and helpful but also demand a lot from their employees. It was amazing working with them and I would love another job with Google.,,
4.0,Great but stressful,"Analyst (Former Employee) - Mo - January 8, 2022","Great great place to work at. But extreme hours and stressful at times. However, very purposeful if you like what you do.

Would recommend working if you are Ready to commit!",,
5.0,Fun,"Maintenance Technician (Former Employee) - California - January 7, 2022","Excellent place it work
Excellent employees
Excellent building
Excellent vibe
Excellent boss
Excellent cats and dogs
Excellent restroom
Excel xl",,
5.0,Productive and fun,"Head of google (Current Employee) - My house - January 7, 2022","Productive and fun, Worked here since I was a child, they looked after me throughout, putting clothes on my back and food in my tummy. Would love to work there again.",,
3.0,Beispiel: Produktiver Arbeitsort,"Angestellter (Former Employee) - Köln - January 6, 2022",Hiermit schreibe ich eine fiktive Bewertung für meinen fiktiven Job bei Google,,
4.0,nothing to say really,"Business Analyst (Current Employee) - Cupertino, CA - January 5, 2022","Nothing to say really, a typical day at work a job is a job and you do things. Work hard play hard. Go in and get the job done. Management is cool. hardest part is travel",,
5.0,productive and fun place to work,"Grandmaster (Current Employee) - Cambridge, Cambridgeshire - January 5, 2022","amazing The typical Morgan Stanley Associate salary is £33,891 per year. Associate salaries at Morgan Stanley can range from £28,574 - £51,816 per year. This estimate is based upon 33 Morgan Stanley Associate salary report(s) provided by employees or estimated based upon statistical methods. When factoring in bonuses and additional compensation, a Associate at Morgan Stanley can expect to make an average total pay of £34,9",,
5.0,I love it!,"IT Specialist (Former Employee) - Silicon Valley, CA - January 4, 2022","Working at Google has been great. It's challenging working in IT, but if you do the work then it's rewarding. The people you meet and learn from are extraordinary.",,
2.0,It’s a toxic corporate carousel.,"Education Solutions Specialist (Former Employee) - Salt Lake City, UT - January 1, 2022","A lack of full influence or control of quarterly quotas/goals, due to a hierarchy power struggle between middle and upper management. A lack of resources, and almost a complete absence of structured training that prepares an E.D.U consultant for the demands of the role/software programs/processes utilized.",,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Working at Google is a life time experience.,"Analyst (Former Employee) - London, Greater London - December 30, 2021","Working at Google is a life time experience. Not only you learn a lot but the culture and ambience of that place is amazing and enriching. A good place to work and balance your life too, The freedom to express you skills is much appreciated.",Good colleague and mood overall,High volume of work
4.0,Fun place to work.,"Customer Service Specialist (Former Employee) - Atlanta, GA - December 29, 2021",Great place. Great opportunities and a lot of advancement. There are great managers that want to help and know how to find answers for questions you have.,,
2.0,Not a good place to work,"Recruiter (Former Employee) - N/A - December 26, 2021","The Culture was gross, unrealistic goals, no training and extreme discrimination in the hiring process. Co workers were rude and extremely competitive",,
5.0,God,"Manager (Former Employee) - India - December 26, 2021",Very good and higly recommended also it will help in your future job opportunities go.for.it. without any regret. You will be enjoying the job and the culture.,,
3.0,Good,"Software Engineer (Current Employee) - London, Greater London - December 25, 2021",Creative team work alone work know the brand know their tools listen foresee socialise communicate take brakes give feedback don t take gratitude for all be yourself question learn to take no for an answer overall good experience,,
3.0,Fun culture with dynamic workmates. Google Operations Center is the Customer Service subsidiary of Google. It is different from Google Philippines,"Metrics & Reporting Associate (Former Employee) - Taguig City - December 24, 2021","Workmates are fun, you can explore other lines of business through horizontal movement but promotion can be slow unless someone from leadership resigns or if you are really exceptional with your work. Since it is a customer service business, policies are very similar to other well-known BPOs in the PH.",,
5.0,Great People and Great pay,"Sales Associate (Former Employee) - Washington, DC - December 22, 2021","Google has a great culture, very inclusive and fostering a sense of community. I worked hard but felt rewarded and recognized for my contributions. Would recommend!",,
5.0,"Pretty good place, creative people","Janitor (Former Employee) - Charlotte, NC - December 22, 2021","Great people.
Cool work environment, would definitely recommend to anyone else starting out",,
3.0,"Good pay, low PIP culture. But still very stressful, as everyone is an overachiever and lot of times you feel people fight for nothing","Researcher (Current Employee) - Mountain View, CA - December 18, 2021",Work is stressful with a lot of deadlines. Great pay and low PIP culture though. Just feels it becomes a place in which a lot of smart people gather together and try hard to overwork and fight with each other for nothing.,,
4.0,Bonne boîte,"Business Analyst (Former Employee) - Paris (75) - December 17, 2021","Bonne entreprise, toujours la possibilité de découvrir de nouvelles choses.
Environnement agréable.",,
5.0,"Great company, amazing people","VP of Sales (Former Employee) - Mountain View, CA - December 10, 2021","No complaints aside from work load can be exhausting aside.

Great opportunity to work with a tech and industry leading organization who’s most valuable resource are its employees",,
4.0,Très belle expérience,"marketing partenaire (Former Employee) - Paris (75) - December 9, 2021","Une superbe entreprise où vous avez les clés pour exceller, entourer de personnes très compétentes et bosseuses.
Un management collaboratif et humain, même si les objectifs sont ambitieux. Des process et décisions rapides malgré la taille de l'entreprise.
Une société dans laquelle vous allez vous éclater autant humainement que dans le travail.",,
5.0,Great work environment,"Sales Representative (Current Employee) - California - December 6, 2021","The environment in the office is amazing everybody’s supportive and wants to see you win, The pay is phenomenal and really gives people a chance to change their lives you just have to be willing to put in the effort to make a change.",,
5.0,This is my dream job,"Engineering Intern (Former Employee) - Bay Area Park, TX - December 4, 2021","Everything about Google is absolutely amazing. I couldn't be more grateful to be a part of this organization. Google looks for employees who are self-driven, fun, creative and outspoken. ... In addition to the right skills, recruiters are looking for a personality that fits well with the Google work atmosphere. Happiness Is Key. Human resource is known as “People Operations” at Google to make it sound more friendly",,
4.0,Productive and fun to work,"Management Assistant (Former Employee) - California - December 4, 2021","Very nice work environmnt. Willing to put effort. Nice coworkers
Nice benefits
Good compensation
But hard caseload
Have to put some time to do more work",,
4.0,Good place to start career,"Structural Designer (Current Employee) - Cape Coral, FL - December 1, 2021",I love working with my team and my team is going to be a good fit for me. I really enjoyed the time in Google and it was really nice to hear feedback,,
5.0,Google is so great i love working there,"Production Assistant (Former Employee) - San Antonio, TX - November 23, 2021","Exciting and engaging place to learn, obviously a very fun workplace environment, amazing company in general. Definitely the place to be if you're looking for a cool job",,
5.0,Good company,"Engineer II (Current Employee) - Atlanta, GA - November 22, 2021","Good management, work-life balance. Too much politics goes on at the management level. Good diversity and inclusion. Very advanced compensation packages",,
5.0,"Awesome place to work, but your mileage may vary","Senior Member of Technical Staff (Current Employee) - Mountain View, CA - November 19, 2021","There are a ton of interesting things to work on, but the overall impact of what you do might vary. A lot of the work feels very inconsequential, and if you want to make a deep impact and understand things end to end, this is a difficult place to be, because things move so fast and so many things change all the time.",,
2.0,Some Managers have changed the course of a candidate's career path due to poor managerial skills,"Project Coordinator (Former Employee) - San Francisco, CA - November 18, 2021",Some Managers have changed the course of a candidate's career path due to poor managerial skills. I know some colleagues who have left the company due to this reason. Managers have zero interest in getting their subordinates advance. They put all stops. It's who you know gets the job for the higher role.,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
1.0,Not a great place to work,"Software Engineer (Former Employee) - Mountain View, CA - November 16, 2021",I'd not like to work for this company. It's all about numbers and management is always pushing employees to the edge with unrealistic deadline and poor support.,"Free gym, Good healthcare","Poor advancement, Bad pay based on work load"
4.0,Buen ambiente laboral,"Becario (Former Employee) - Cd. Melchor Múzquiz, Coah. - November 16, 2021","Es un buen trabajo respecto a la paga, pero conforme pasa el tiempo, se vuelve estresante",Experiencia,Estrés
4.0,Good worklife balance to pay ratio,"Software Engineer (Current Employee) - Menlo Park, CA - November 15, 2021","Good internal tooling makes speed to production potentially good, but management is a bit slow. Promos not as fast as at FB/Meta, but WLB can make up for that.",,
4.0,great company,"Social Media Representative and Event Helper (Former Employee) - Hong Kong - November 14, 2021","great company and I enjoyed working in Google:) You will have the chance to collaborate with many smart, friendly people. Fast-paced environment yet you can learn a lot of useful things.",,
5.0,bam,"CEO (Former Employee) - Silicon Valley, CA - November 11, 2021","Locals only, Old machines, low pay. High priced health insurance.
Machines were out-dated to the point where parts were no longer available. No training was made available. Company was seldom able to order parts because they did not pay their bills so parts could not be ordered. The culture was like working at a high school shop class. Management was not in touch with what was going on on the production floor. No communication.",,
5.0,Best company I've worked for,"Talent Engagement Specialist (Former Employee) - Singapore - November 10, 2021","It's a great company to work for - benefits are unbeatable, and great collaborative culture. I miss it!

As the company grows, job specialisation becomes too narrow, and career progression is stunted.",,
5.0,Productive and fun workplace,"Software Engineer (Former Employee) - San Francisco, CA - November 8, 2021","Productive and fun workplace, Pros

1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day.

2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc. etc.

3) Compensation. In ~2010 or 2011, Google updated its compensation packages so that they were more competitive.

4) For the size of the organization (30K+), it has remained relatively innovative, nimble, and fast-paced and open with communication but, that is definitely changing (for the worse).

5) With so many departments, focus areas, and products, *in theory*, you should have plenty of opportunity to grow your career (horizontally or vertically). In practice, not true.

6) You get to work with some of the brightest, most innovative and hard-working/diligent minds in the industry. There's a ""con"" to that, too (see below).

Cons

1) Work/life balance. What balance? All those perks and benefits are an illusion. They keep you at work and they help you to be more productive. I've never met anybody at Google who actually time off on weekends or on vacations. You may not hear management say, ""You have to work on weekends/vacations"" but, they set the culture by doing so - and it inevitably trickles down. I don't know if Google inadvertently hires the work-a-holics or if they create work-a-holics in us. Regardless, I have seen way too many",,
2.0,Okay place,"Software Engineer (Current Employee) - Washington, DC - November 7, 2021","A good place to learn, overall collaborative culture. But, it depends on what location you are in and there are times when you feel disconnected. Lot of new technology to learn from, but a very fast work environment and difficult to balance work/life.",,
5.0,Good company,"Analytics Consultant (Current Employee) - Mountain View, CA - November 6, 2021","Best company to wrk with, talented people, good boss, good benefit, enjoying life, good bounus, fun place to work, lots of free food, cool things to learn",,
4.0,"Great for FTE, contractors beware!","Application Engineer (Current Employee) - Poland - November 5, 2021","First of all, amazing tech stack, great engineers, interesting projects, more knowledge and resources available than you can handle. You have to learn all the time and not stick to some specific stack as there's constant development and deprecation going on. Not the environment for everybody but if you have a boy-scout attitude you will be happy there. I am for this part.

For the organizational aspects it's not great though. A lot of chaotic changes happened just so that someone can have a great performance evaluation to jump to another team after which the project is forgotten (I've seen it happen many times). It's amazing how many resources are wasted for meaningless work. It's sad to see engineers taking over management tasks from incompetent managers just to get work done.

For the cultural part, don't be fooled - it's not the same open and inclusive company as it used to be. People get fired for saying the ugly truth. The hierarchy is much more enforced than it used to be (in my org tree). Make sure you work there as a full-time employee (FTE) and not let's say a contractor. If you're a contractor like me, doing the same full-time engineering work as my FTE peers and for many years just on different contract (but same NDAs), prepare for getting different treatment. This is sad especially that the majority of the workforce are contractors/vendors etc. Some examples:
- I need to pass some security trainings annually which say that contractors/temps/vendors are trouble and a security threat.
- I receive a lot of company-wide communication inviting me to events and trainings",,
4.0,good place to work,"Software Engineer (Current Employee) - Mountain View, CA - November 3, 2021",best of the companies that I have worked for. it is difficult to get promoted and requires extra efforts to get recognized. working with super technical people can sometimes be challenging.,,
5.0,I like the job,"Engineer (Former Employee) - Austin, TX - November 1, 2021",I like the job a lot its really nice here. a lot of good food and a lot of good cultures i would love to come back here in the future when I am settled down,,
4.0,Good culture and sense of security,"Product Marketing Manager (Former Employee) - Mountain View, CA - October 29, 2021",Among the big tech companies Google does have a comparatively better culture in terms of being supportive and understanding towards their employee especially during the pandemic.,,
5.0,You want to work there,"Software Engineer (Former Employee) - Zürich, ZH - October 28, 2021","The company is built around the engineer.

Problems are extremely challenging but the tools at hand are a great help. Professional code in the whole repository never gives you any headaches.

Software engineering is total fun here.",,
4.0,Google is rad,"Search Engine Optimization Specialist (Current Employee) - Boulder, CO - October 27, 2021","As a avid Googler my day consists of making sure our systems are up and running and customers get the results they expect. The company is supportive but working remotely, they've been a little difficult and want to cut my salary",,
5.0,Great place to go for WLB and to be spoiled,"Software Engineer (Current Employee) - Mountain View, CA - October 26, 2021","There are lots of benefits and perks to working here. Management is generally supportive and cares about your well-being and career growth. The work is not always interesting, can sometimes be frustrating and take a long time to reach production.",,
4.0,It's a nice place to work,"Analyst (Former Employee) - Remote - October 25, 2021","I enjoy working at Google. The pay is decent and the people are nice and helpful. The management was supportive and wanted me to get ahead. But form what I've heard, it depends on the team you're in.",,
4.0,New isnt always a great idea,"Technical Support Supervisor, Project Fi (Former Employee) - Austin, TX - October 22, 2021","The origional leadership was amazing. They provided all tools necessary to perform at ones best.
Telus on the otherhand is contracted by Google.
Telus leadership is clicky. They promote as a popularity status as opposed to a skill level.",,
5.0,Good place to work,"Assistant (Former Employee) - NDA - October 22, 2021",Nothing bad to say. The management is experienced and friendly. Colleagues were friendly and always willing to help me if I had questions about my job.,,
5.0,Productive and helpful work environment,"Marketing (Former Employee) - Chicago, IL - October 21, 2021",Management is generally helpful but if they get busy you're kind of on your own. Everyone around me is super helpful which was nice when I was first starting out.,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Good place to work,"QA Engineer (Former Employee) - Mountain View, CA - October 20, 2021","Great place to work, enjoyed working at Google, good company but it depends on team where you are working. Sometime team could be bad, so if u are in a good team, u will like it there","Good place to work, a lot of opportunities",It all depends on the team
