Rating,Title,Author,Review Description,Pro,Con
5.0,Fun work place with TV's every where,"Customer Service Associate (Former Employee) - Aurora, CO - September 13, 2017",Netflix was a awesome place to work at. You got to help so many people with there problems and make them happy. The employees and managers were very easy to work with. We also had TV's every where and a awesome break room to eat and relax,,
3.0,very stressful,"Operations Supervisor II (Former Employee) - Bordentown, NJ - September 9, 2017","we worked when the mail carriers work.
did not have any paid vacation
we worked from 3 am to the mail was done , sometimes until 8 pm
but they did give you free Netflix .",,
4.0,Good place to work,"Customer Service Representative (Current Employee) - Salt Lake City, UT - September 7, 2017","Advancement is very rare. It can be cut throat. Your experience can vary because each manager is different. If you're great at your job exceptions will be made otherwise, you may get fired.",,
4.0,pays well and fun gig,"Customer Service Rep/Call Center (Temporary) (Former Employee) - San Jose, CA - August 31, 2017","Great well paying job for temporary
would recommend to anyone looking for a decent temp job with good pay. and good opportunity to network and meet people in the company.",,
5.0,Fun place,"Customer Service Representative (Current Employee) - Frisco, TX - August 31, 2017",netflix came through at a time when i was in need of something clutch and it provided me with something that I would be able to maintain for the time being. Due to my site being shut down I'm unemployed but its still gucci within netflix with me,,
5.0,peaceful environment,"Sorter (Current Employee) - Humble, TX - August 30, 2017",love the work hours peaceful work environment great co-workers awesome pay plus benefits great supervisors always willing to work with you when your in need of help.,,
3.0,Agradavel,"Analista de Atendimento (Former Employee) - São Paulo, SP - August 28, 2017","Agradavel para se trabalhar,sem mais comentrios,so estando la para saber como funciona.",,
2.0,"Great pay and benefits, cut-throat culture","Manager, Global Originals (Former Employee) - Los Angeles, CA - August 27, 2017","Ample budget and autonomy to do work, but there's a carelessness for individuals. Consistent fear of being let go due to the fact that people are consistently let go.",,
5.0,Great Work Culture and Work Environment,"Workforce Analyst (Former Employee) - Fremont, CA - August 24, 2017","Netflix has a great work culture that allows employees to function and perform their job with minimal micromanagement and high degree of freedom.

You are encouraged to value high performance and be proactive in terms of owning your work and productivity.",,
5.0,Proporcionou grandes crescimentos em muitas áreas.,"Especialista em atendimento ao cliente (Former Employee) - São Paulo, SP - August 21, 2017","Um ambiente muito tranquilo de trabalho , onde tínhamos nossas métricas , dentre elas :
-Excelência no atendimento.
-Retorno de ligações. Um atendimento completo para que o cliente não precisasse retornar , esclarecendo todas as suas dúvidas sobre nosso serviço.
-Envio para pesquisa e resposta.
-Satisfação do cliente , avaliando com um ""sim"" ou um ""não "" no final da ligação garantindo a satisfação do cliente com um clima descontraído na ligação , sem perder o foco no problema.

Gerência
-Ligações monitoradas , aprimorando cada vez mais o atendimento.
-Total comprometimento com a empresa.
-Facilidade em trabalhar em equipe , com ótima comunicação verbal e disposição.
-feedback , com reuniões para avaliar os nossos líderes de equipe.
Priorizavam o bem estar do agente , facilitando o atendimento , tanto com conversas pessoais sobre que poderia aprimorar em suas ligações e o que o incomodava em sua equipe/trabalho.

Tínhamos um fluxo de atendimento para garantir a satisfação do cliente:
-Identificar o problema.
-Tranquilizar o cliente.
-resolução correta.
-fechamento.


A parte mais agradável , era ter a liberdade de conversar com o cliente passando confiança e se adequando a cada perfil sobre ritmos diferentes sem utilizar um vocabulário ""formal "" ( dependendo do cliente). Em específico alguns agentes , caso o cliente necessitasse de algum suporte que ia além , os supervisores autorizavam ligar para o ""TSR"" ( Suporte avançado na califórnia) para proceder com o suporte diante da situação do cliente. ( Ligação em inglês )
O auxílio total ao agente que queria",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
1.0,Started amazing,"Customer Service Representative (Current Employee) - Frisco, TX - August 17, 2017","The job started as one of the best jobs I ever had, but over the years all the fun things they used to do to keep up Morale dwindled and eventually stopped completely. It eventually got to the point where even though we were the best customer service call center every month running for two years straight they closed us down.",,
5.0,It's an amazing culture,"Manager, Customer Service (Former Employee) - Fremont, CA - August 7, 2017",The best place i've ever worked for. If you need any additional check out the Freedom and Culture deck that's online. You will see that it has one of the best cultures in the world.,,
5.0,Empresa de fácil relação com as pessoas.,"Especialista em atendimento ao cliente (Former Employee) - São Paulo, SP - August 6, 2017","Uma ótima empresa , os funcionários com uma boa relação de amizade. Aprendi a me colocar no lugar do cliente sempre visando ajuda-lo a resolver seu problema.",,
1.0,Management is Horrible.,"Customer Service Representative (Former Employee) - Salt Lake City, UT - August 4, 2017","In the training they make it seem like numbers don't matter, but when you get out of it that's all that matters. The managers don't do anything and just critique you without helping you. I would not recommend this job to anyone. The pay is good but you are dealing angry customers who give you bad reviews that hurt you performance. Everything is based on your stats no matter how much they say it isn't. Such a joke.",,
3.0,Great pay,"Customer Service Representative (Current Employee) - Salt Lake City, UT - August 2, 2017",They have great pay. Very little down time and a strict no cell phones regardless of emergency. They lie a little about how numbers don't count. because your performance is strictly based on numbers. Management is hardly around and not very helpful in my experience.,,
4.0,fun place to work,"customer service/it/hr recruiter/trainer (Current Employee) - Dallas, TX - August 1, 2017",overall its a fun laid back place to work. We answered calls concerning billing and tech support and i learned alot of technical stuff dealing with the various electronic devices that are out there. the management and co workers were fun to be around. The hardest part of the job is not being able to assist all customers with their device issues due to at times it was the device itself. and the opposite of that is that it is enjoyable when we are able to fix their devices.,,
4.0,Divertido,"call center (Former Employee) - Asesor telefónico - July 31, 2017",Empresa responsable y reconocida. Responsable con la gente y con su personal de trabajo,,
3.0,"Busy busy, high turnover.","Customer Service Representative (Former Employee) - 3175 NW Aloclek Dr, Hillsboro, OR 97124 - July 24, 2017","The great thing working for Netflix is people generally loved the product, so there wasn't much animosity working their phones. Unfortunately Netflix and Amazon were feuding over customer service quality so the turnover at Netflix customer service center was enormous. They only hired the best and kept rotating our desks so we wouldn't notice our coworkers being replaced when their numbers dipped. Great pay though.",,
4.0,Great experience,"Internship (Former Employee) - Atlanta, GA - July 21, 2017","Internship was great. I met a lot of interesting people and learned a lot. Realized the field wasn't for me, but I enjoyed the experience. It made me realize I enjoy fast paced environments.",,
4.0,High Paced work place,"Senior Software Engineer in Test (Former Employee) - Los Gatos, CA - July 20, 2017","good place to work until they decide that you are too opinionated and asks questions about why decisions are made by management. It's now a ""it's our way or the highway"" mentaility",,
3.0,Political Work Environment with little stability,"Creative Services Specialist (Current Employee) - Los Angeles, CA - July 19, 2017","Highly recommend for short term employment.
Culture is ever changing and most like other typical politically managed studios and industries. Recommend for a short term knowledge boost.",,
4.0,Great company,"Recruiter (Former Employee) - Hillsboro, OR - July 19, 2017","Great pay, could people, fun product. High turnover and can be tiring depending on the position you have. Awesome culture though, with great perks for employees.",,
5.0,overall fun work environment,"Customer Support Representative (Former Employee) - Frisco, TX - July 18, 2017","Very team oriented, our site was site of the month for one year straight. managers were caring although not all were very dependable. Main negative aspect of working for 24-7 Intouch was there insistence on advancement in the company but never having availability and actually had layoffs instead.",,
5.0,loved everything about it!,"Customer Service Representative (Former Employee) - Salt Lake City, UT - July 16, 2017","great environment, management, overall best call center job Ive ever had. Sadly I had to move away from Utah. Great maternity benefits too. Customer were also a big difference from regular call center jobs. Loved this job!",,
5.0,You'll get it all if you work hard for it,"Call Center Supervisor (Current Employee) - Fremont, CA - July 12, 2017","This is the best company I've worked for just for the simple fact they hire, top talent, treat employees like adults (with respect and honesty), and in return, expect hard work. Hard work doesn't mean long hours, since that's up to you. With the unlimited time off policy, I can come in, expect to work 8 hours, but if an emergency comes in, I can leave at a moment's notice and stay out as long as I need, all while getting paid.",,
4.0,Interesting place to work,"Global Learning, Curriculum Developer (Former Employee) - Los Gatos, CA - July 8, 2017",Good people. Everyone is friendly and helpful. Lots of good projects. The people there are very talented and knowledgable. Collaboration is really effective.,,
5.0,Dinamica,"Atendente (Former Employee) - Belém, PA - July 5, 2017",Essa empresa foi a minha primeira experiência profissional...Só tenho a agradecer foi ai que aprendir muita coisa sobre comportamento etica,,
2.0,"They build you up to feel special, until training is over is when you get dragged down..","CSR (Current Employee) - Salt Lake City, UT - July 2, 2017","Believe me, the benefits are outstanding and HR is very helpful. However their turnover rate is the highest I have ever seen. Management doesn't care.",,
2.0,160°change,"Customer Service Representative (Current Employee) - Clearwater, FL - June 28, 2017","Been through several OM managers, most of the management I started with are gone. Things are totally different due to employee misuse. Rather than confront the abusers as they are favorites, everyone is punished.",,
4.0,advancement,"Customer Service Representative for Operation (Former Employee) - Denver, CO - June 26, 2017","there wasnt much opportunity to grow there. there were only a few advancement opportunities, and everyone fought for them, if there had been more places to grown it would have been a fine place to work.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,Great place to work,"Quality Control Inspector (Former Employee) - St. Louis, MO - June 26, 2017","Great managent relaxed atmosphere, great trainers, plenty of opportunity for growth within the company. Their staff really loves and cares about their workers, and they're very friendly, but about the business as well.",Free lunch,Nothing bad to say
4.0,"great place to work, if you have high energy","Customer Service Representative (Former Employee) - Salt Lake City, UT - June 26, 2017","easy job. troubleshooting connection problems and service issues is all straightforward and by the book.

great pay.. $15.00 / hr to start. great perks. on site food services.

unable to choose own hours. must have positive attitude at all times while on the phones.",great pay and perks,no choice of shifts.
1.0,Horrible treat employees and customers horrible,"CSR - Customer Service Representative (Current Employee) - Denver, CO - June 22, 2017","I have worked here about 2 months and have been discriminated against and retaliated against! I have witnessed first hand HORRIBLE customer service and a unsafe, uncomfortable environment, stressful to work in",,
5.0,Fantastic place to work,"Customer Service Representative (Former Employee) - Salt Lake City, UT - June 22, 2017",This place is really great they teach you the skills you will need thoroughly. The work environment is unsurpassed the benefits the offer for the day to day work are great and the medical and dental are the best ive seen plus for the expecting parents the benefits there are unheard of but fantastic. The leadership actually leads they guide you on how you can improve in your job and help better prepare you for that promotion. The people that work there are friendly and helpful the hardest part about gaining advice from the other workers there is just asking and figuring out what question it is that you need answered. Overall I would work there again if i didn't have to start at the customer service level really 5 stars does this employer no justice.,,
3.0,Es una empresa con poca estabilidad laboral,"Customer Service agent (Former Employee) - Monterrey, N. L. - June 19, 2017","A pesar de que el ambiente que hacen los trabajadores es bueno, los supervisores no tiene idea de como crear un ambiente laboral sano",,
5.0,fun and exciting place to work at,"QC Inspector (Former Employee) - Lakewood, WA - June 14, 2017","fun and peaceful place to work at. friendly and curious, was sad the it went to automated, and only a handful was required the operated the mechanics",,
4.0,Tech company for adults,"Engineer (Current Employee) - Los Gatos, CA - June 14, 2017","Great colleagues and work environment without a lot of the workplace drama found elsewhere. You do occasionally feel like a contract assassin for hire and when your time's up you just might get assassinated yourself. But, I think the culture is very clear and transparent about that.",,
2.0,Not what I thought it would be,"Chat Agent (Former Employee) - Salt Lake City, UT - June 10, 2017",I was expecting a wonderful growing experience but I felt like I was right back in high school with this work place. I learned a lot about what a leader is and should be by how they are not.,,
3.0,fun,"Employee (Former Employee) - Middletown, PA - June 7, 2017","netflix was a fun and interesting place to work, always changing and making things better, best manager I had was at netflix. benefits to get free dvds was nice too",,
5.0,Call center environment,"Customer Service Rep (Former Employee) - Frisco, TX - June 1, 2017","Received inbound phone calls from customers needing help with their gaming devices, and their new TVs. I learned how to communicate over the phone over the ways of fixing computers, gaming devices, and Tvs. The management was changing to make the work environment more successful and positive. The culture was very fun, loving, and humorous. The hardest part of the job was giving quick, precise directions to the older generation over the phone. The most enjoyable part of the job was using my teaching skills and interacting with customers over the phone about enjoying the entertainment they can stream on netflix.",,
4.0,Great Environment,"Customer Service Representative (Current Employee) - Salt Lake City, UT - May 26, 2017","Netflix gives great benefits for working there, 401K and health insurance is amazing, plus the parental leave is great. All you do is answer phone calls everyday and help customers fix problems with either their Netflix account or if it isn't working how they want it to work. Only problem is there isn't a lot of opportunity for advancement, and when they do hire for jobs higher up, doesn't matter how long you have been there they always hire outside.",,
4.0,I Recommend Working For Netflix,"Phone Agent (Former Employee) - Aurora, CO - May 23, 2017","Working for Netflix was a great experience, Its basically everything you expect, outgoing people, relaxed environment and good pay. The best part, I'm sure most people would agree on besides the pay is the free Netflix.",,
4.0,It was okay,"Customer Service Representative (Former Employee) - Farmington Hills, MI - May 21, 2017","Netflix was okay to work for a while, although sometimes it could get overwhelming with people calling and yelling at you saying you broke their netflix.",,
3.0,Warehouse,"Warehouse Manager (Former Employee) - Oklahoma City, OK - May 9, 2017","Pick up and delivery of movies from U.S. post office drove truck to warehouse, team checked and cleaned disk, machine sorted all movies, ensured proper address, and zip codes were legible, deliver movies back to post office on time for disbursement.",,
3.0,Netflix,"Tech Support (Former Employee) - Englewood, CO - May 4, 2017",Great company to work for especially if you enjoy talking about movies. The environment is a typical call center work place and is a fairly simple place to work for.,,
4.0,Gezellige helpdesk werk met een filmpje op z'n tijd,"Call agent (Current Employee) - Amstedam - May 2, 2017","Het is een super leuk, jong en dynamisch bedrijf. Gezellige sfeer, met door groei mogelijkheden. Een dag bij Netflix is hard werken maar ook veel plezier maken met elkaar.

Toen ik hier kwam werken had ik geen ervaring in de call center, wel heb ik 6 jaar in de horeca gewerkt. En heb ik verschillende productie/administratieve stages gehad. Ik heb geleerd hoe ik klanten een fijn gevoel aan de telefoon kan geven en een gesprek gaande te houden.

De mensen die hier werken zijn over het algemeen jong, leergierig en gezellig. De een wilt door groeien naar teamleader en een ander vind het prima om call agent te blijven. Maar iedereen kan het met elkaar vinden, en niemand geeft een ander het gevoel dat hij/zij minder waardig is.

Het moeilijkste is om mensen soms een nee te moeten verkopen, in de zin van, het is bij ons (momenteel) niet mogelijk om verder nog iets voor u te doen. Tijdelijk is er een storing waar niets aan gedaan kan worden. En natuurlijk hoop je dat de klanten daar begrip voor hebben maar dat is niet altijd het geval.

Het leukste is dat je veel kunt lachen en genieten, met collega's en dat er toch nog een onderscheid is tussen wie manager, teamleader of agent is.",,
5.0,Netflix was a great place to work at.,"Machine Operator (Former Employee) - Sunnyvale, CA - May 1, 2017",Netflix had a lot of benefits to my family. Their communication and culture was great to be in. Everyone was so nice and respectful to others. In some way it helped my family enjoy watching T.V.,,
5.0,Free lunch!,"Customer Service Rep Assistant Supervisor (Former Employee) - Fremont, CA - May 1, 2017","Netflix culture is the best, they make sure to have different activities throughout the year to keep everyone engaged. Business casual, company parties, great managers who care about your success.",,
4.0,Free Netflix,"Customer Service Representative (Current Employee) - Salt Lake City, UT - April 28, 2017",Benefits are great. Pay increase every 6 months of employment. Typically able to grow & develop. Currently not much room for progression through other departments/roles.,,
5.0,Fun place to work,"Certified Web Application Developer (Former Employee) - Saint Petersburg, FL - April 28, 2017",Breeds a healthy work environment. Many incentives to work overtime and around the holidays. Working here helped give me the experience to deal with irate customers who just want their product to work.,,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
4.0,Great Place to Work,"Customer Service Rep II (Current Employee) - Fremont, CA - April 27, 2017",Great place to work! Getting time off can be a bit hard but the supervisors will work with you as long as you give them a heads up in advanced. The call center is great the job is not hard you just have to remember that dealing with customers over the phone isn't always as pleasant as it might seem.,"Free lunch, Benefits",Corporate employess get better benefits than Customer Service or hub employees.
4.0,Empress dinamica,"Agents de atendimento (Former Employee) - Natal, RN - April 24, 2017","Boa empresa para trabalhar e crescer pessoalmente. Exige bom atendimento, mas devido ao grande fluxo de atendimento não estava sendo possivel no momento!",,
5.0,24/7 Intouch,"Customer Service Representative (Current Employee) - Clearwater, FL - April 24, 2017",Great place to work if you have a flexible schedule . Very fast paced yet there isn't much room to move around. You are on calls the entirety of your day. Management is great!,,
4.0,High paced innovative place,"Member, Technical Staff (Software Development (Former Employee) - Los Gatos, CA - April 21, 2017","- Constantly innovating
- fun day at work always making contribution
- fullfilling job
- culture is to deliver high quality product and be rewarded for it",,
5.0,Good pay and great people,"Representative (Current Employee) - Salt Lake City, UT - April 19, 2017",Love working at Netflix! The pay and benefits are great. They implemented a lot of changes in the time I've been here most fir the better. The culture certainly is changing to a typical call center vibe and room for advancement is small. Very small. It's customer service so you must have immense patience and people skills.,,
5.0,Ambiente de trabajo agradable,"Agente bilingüe (Former Employee) - Monterrey, N. L. - April 17, 2017","Tuve solo un inconveniente con una persona en Netflix, lo que me ahorilla a renunciar, el Coordinador Gabriel se concentra tanto en su trabajo que la enfermedad de un empleado le afecta a el.",,
4.0,Great place for self motivated employees,"Product Management (Current Employee) - Los Gatos, CA - April 13, 2017",Netflix empowered its employees on the day to day but failed to provide career growth and mentoring. Promotion and career advancements are extremely subjective.,,
1.0,don't do it,"Customer Service Representative (Former Employee) - Frisco, TX - March 29, 2017",Honestly more serious about their customers than they are about their employees. You don't exist unless something is donev incorrectly. There are small chances of advancement but not much. The pay is no where close to what it needs to be for their positions.,,
5.0,Awesome,"Customer Service Representative (Former Employee) - Las Vegas, NV - March 26, 2017","Working for this company for four years I was able to provide the best service ever, netflix was a great place to work, if you enjoy movies and helping customers you will do well",,
5.0,We were able to watch tv on break and also use our phones in the breakroom,"OPERATIONS ASSOCIATE (Former Employee) - Greensboro, NC - March 21, 2017",Working for Netflix was a wonderful experience. I was able to do work manually than ended up learning how to use the machines...Eventually I was able to run them alone,,
4.0,Empresa com ampla diversidade,"Atendimento ao cliente (Former Employee) - São Paulo - March 21, 2017","Uma empresa com diversidade, isso é o que mais encanta. Preparada para a população atual.",,
5.0,"A Team of high achievers, excellent talent","Operations Manager (Former Employee) - Salem, OR - March 19, 2017","Awesome company to work for. We worked hard and always celebrated our successes, The company lives by its core values, and if your and average employee, you wont be working there long. They search for the most talented individuals to join their team, and together we accomplish great things.",,
5.0,Very close knit enviroment,"Supervisor (Former Employee) - Clifton, CO - March 13, 2017","Small group of people to work with.
Fast paced environment (inspecting 200+ DVDs per hour)
Hardest part of the job was waking up so early, but was nice to be off so early
Great benefits, including access to services 401k and more",,
3.0,Company is going through growing pains - highly unstable,"Localization Specialist (Former Employee) - California - February 25, 2017","Netflix has a tremendous amount of potential but you cannot trust your project managers to be truthful and organized. It's like working for a startup but without the fun, and open discussion.
You get all the instability from a startup, meaning colleagues are fired without notice;team changes. Also, the external vendors are mistreated like crazy. This reflects poorly on the corporate culture.
Not a good atmosphere.",,
5.0,It was a very fun and laid back place to work.,"CSR - Took care of member needs (Former Employee) - Hillsboro, OR - February 23, 2017",I loved my time at Netflix. They really cared about all of us and made what we did fun. We played games and won prizes. They made sure we were taken care of with free or discounted food and drinks. They provided the best health benefits I have ever seen.,,
4.0,Excellent work environment and supportive.,"FREELANCE (Current Employee) - Los Angeles, CA - February 21, 2017","typically oversaw creative & production logistics of upcoming spots for brands. schedule shoots, locations & casting. handled budgets & invoices.",,
4.0,Productive and fun place to work,"Global Support Representative (Former Employee) - Santa Clara, CA - February 19, 2017","Smart and passionate people work there.
They value development and provide you with many opportunities to learn and couch you at their best.
The down side of working at a place like this is that you have to stay up on your game and never slack on your job otherwise you'll be at serious risk of getting terminated at the slightest mistakes.",,
5.0,todo excelente,"asesor de atención telefónica (Former Employee) - Monterrey, N. L. - February 18, 2017","Muy buen ambiente, buena empresa,salario excelente, buen equipo.",,
1.0,blah,"Customer Service Representative (Former Employee) - Beaverton, OR - January 31, 2017","This company is typical of every large company, they treat you as if you are easy to replace, and make sure that you know that you are easy to replace.",,
5.0,Productive workplace,"Customer service Rep. I (Former Employee) - Las Vegas, NV - January 31, 2017",Working here was a very good learning experience. Overall I would Recommend this job to anyone who loves to help others figure out the technical problems,,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
4.0,Used to be the best here in Salt Lake,"CSR2 (Former Employee) - Salt Lake City, UT - January 28, 2017","Before the company got a new head of operations, there was a fantastic culture, advancement opportunities everywhere, and great clear coaching. After that it all fell short, the company started hiring eternally instead of promoting within. there were no Promotions offered for CSR2 for over a year while I worked there. If you're going there, don't expect to move up for a long time.","Great benefits, guaranteed hours and OT","Culture is dead, don't value their agents as they used to."
3.0,"Great Benefits, Lack of communication","Technical Support Representative (Former Employee) - Salt Lake City, UT - January 24, 2017","Netflix pays it's employees extremely well with included benefits that are hard to beat. The culture was a stressful environment with consistent changes, yet hardly any follow through.","Benefits, Pay",Communication
5.0,Siempre dando experiencias increíbles,"Costumer Service (Former Employee) - Monterrey, N. L. - January 24, 2017",Es una empresa que me dejo mucho tanto como conocimiento y aptitudes,,
3.0,Customer Service,"Customer Service Representative (Former Employee) - Hillsboro, OR - January 21, 2017",A high volume call center and customer service through email. Netflix gave the customer reps a lot of freedom in handling issues. It was a fun culture and we got a lot of Netflix swag. The calls were fairly quick mostly regarding lost discs or help with signing up on the internet.,,
5.0,Excelente ambiente de trabajo,"atencion a clientes (Former Employee) - Monterrey, N. L. - January 20, 2017","Que puedes ayudar a cualquiera y cambiarle el día. Personas que no tienen a nadie para que los ayuden, se comunicaban con nosotros para brindarles la mano, ayudarles a que sigan disfrutando de su película favorita.",,
5.0,Fun work environment with ping pong table and basketball hoop,"Customer Service Representative (Former Employee) - 16120 US HWY 19 N Clearwater, FL 33764 - January 11, 2017","My time at 24-7 Intouch under the Netflix campaign was awesome. I looked forward to go to work and had many friends on my respective teams. It was an 8 hour day of answering phone calls from people that were either having trouble with the service or needed more information, but the management always made it fun and less stressful.",,
5.0,Great Experience,"Production Assistant (Former Employee) - New York, NY - January 10, 2017",I learned a lot about big scale production. The days were long but the people were all kind and professional. Great experience.,,
3.0,Fast paced environment,"Customer Service Representative (Former Employee) - Denver, CO - January 7, 2017",Working for Netflix was a fun experience. I was able to talk to people from around the country and sometimes different parts of the world. That made the job a lot more fun and interesting.,,
3.0,"Team inspired work floor, very busy","New Member trainer, and advisor (Former Employee) - Aurora, CO - December 31, 2016","Fast past call center specifically team driven, various different situations everyday. Overall good stable call center job with plenty of room for improvement.",,
4.0,Fun place to work,"CUSTOMER SERVICE REPRESENTATIVE (Former Employee) - Hillsboro, OR - December 21, 2016","Netflix is a lot of fun, I mean your working for an entertainment company and they do just that. The only hard part is customers and even then there not too bad. The environment is light and yet professional.",,
5.0,Best Place to work,"Executive Assistant (Former Employee) - Los Gatos - November 29, 2016","Autonomy, great compensation and the opportunity to work with the best of the best. This is an opportunity of a lifetime! Only problem is they spoil you and makes it impossible to find anything else that compares!",,
5.0,Fun workplace with ping-pong and foosball tables on the floor,"Customer Service Rep (Current Employee) - Clearwater, FL - November 28, 2016",Love waking up to go to work. Very relaxed work environment with flexible seating arrangements. Teams were very intimate and team leads worked with agents one on one week after week to improve in areas that were lacking. For every holiday and new release there was a celebration including food and games.,,
4.0,An amazing experience.,"Customer Service Representative (Former Employee) - Denver, CO - November 26, 2016","My typical day at work was pretty simple if all went well. My job was to answer questions, comments, and concerns with the website and the product we were providing as well as assisting with devices customers where using. It was a new challenge for each call and that was what kept it fun for myself. You would have a few bad eggs of course, but that rarely slowed down the pace of the day overall. Management told you how you could improve on your calls, and co-workers would talk to you during breaks about what they do when you run into a sticky situation. The hardest part about the job was having a rush of callers that gave us no breathing room in between to collect ourselves again. This, however, is standard with most jobs involving customer interaction. Also, compared to the number of customers they have, we were only helping a very small percentage of the overall user base. In short, the customers that called were the ones that definitely needed our help.",,
5.0,Great fun Place to work,"Team Lead (Former Employee) - Farmington, MI - November 10, 2016",This is definitely a great and fun place to work. I love video games and tech so working at this call center was really fun. Getting to know new releases and playing with the different devises that you could load the app onto,,
4.0,Its alright.,"Customer Service Representative (Former Employee) - Salt Lake City, UT - November 3, 2016","Its alright for a call center, it pays well but that is about it. They also have good benefits but getting time off here is almost impossible.",,
2.0,misleading vibe,"Customer Service/Social Media Rep (Former Employee) - West Valley City, UT - October 9, 2016","no standard for advancement process
they bounce you around a lot from team to team, no real stability management wise
they make advancement almost impossible
no understanding of family first",,
5.0,Fun and productive work environment with amazing coworkers,"Customer Service Rep Level (Former Employee) - Fremont, CA - September 29, 2016",Typical day at work is coworkers greeting me as I walk in the call center and customers eager to speak to me to have their issues resolved. I learned that it's easier to sympathize with a customer than to argue. Hardest part about the job is staying confident in yourself when you have angry customers criticizing you for mistakes that may have been on their part. The most enjoyable part is meeting new people and creating new friendships.,,
5.0,Great Company,"Call Center Lead (Former Employee) - Hillsboro, OR - September 14, 2016","Great Company to work for really takes care of their employees.






.
.",,
4.0,Cool Environment,"Technical Customer Serivce (Former Employee) - Frisco, TX - September 13, 2016",Shifts are unstable and you have to be willing to change your schedule during shift bidding. If you are in college it may be difficult to set a consistent schedule.,,
5.0,Productive and fun workplace with great customers,"Customer Service Representative (Former Employee) - Farmington Hills, MI - September 11, 2016","Taking on a queue of thousands of calls on a daily basis taught me patience and fast problem solving skills, both are things I carry with me each day. It was a really team player type of environment I had the chance to work closely with management daily which taught me leadership skills. The most enjoyable part of my job here had to be talking to my customers giving them a great experience with each call made my day.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,Loved this company,"Call Center Representative/ CSR (Former Employee) - Sunnyvale, CA - September 6, 2016","I was on my way to becoming a supervisor, but I was put in a situation where I needed to move out of the city. The Peets Coffee and Teas in this area did not have any positions available.",,
5.0,ambiente ameno de trabajo,"Atención a Clientes / Asesoría Telefónica (Former Employee) - Monterrey, N. L. - September 3, 2016","Contestar llamadas telefónicas, aprendí a tratar con clientes y manejar el estrés, trabajo en equipo. Agredí a desenvolverme, a ser más dinámico, proactivo y trato con los usuarios",Seguro médico,"no hay planta, solo renovación de contratos"
3.0,They do not care.,"CSR - Customer Service Representative (Former Employee) - Salt Lake City, UT - August 28, 2016","NetflixCS claims to be different from any other call center environment in many ways. The problem is that, with every development, there are several setbacks. NetflixCS has outsourced many departments and has shown little interest in promoting or retaining talented employees. As with many other similar customer service jobs, they simply do not care, and are just as happy to replace you as they are to hire you. Simply having acceptable compensation and benefits does not a good work environment make.",,
3.0,It Is a Great Job to an Extent,"CSR - Customer Service Representative (Current Employee) - Salt Lake City, UT - August 28, 2016","The job is not a difficult job, but it is very redundant and the constantly want improvement even when improvement is not easy. It is hard to come in to the same thing every day and it gets to the point you dread hearing the beep in your ear letting you know a call is coming. Most customers calling in are angry about things you cannot control such as being unable to take certain payment methods by phone or content you can't put on for them. you get at least one angry customer a day typically on average and it is difficult on your self esteem and it is an emotionally draining job. THAT is what makes it difficult not the job at hand itself.",,
