Unnamed: 0,Rating,Title,Pro,Con,Job Title,Status,Region,Date
523,30,Getting from bad to worse,Stable job Opportunity to move around since it is a big organisation,Political Lots of red tape Inflexible,Marketing Manager,Former Employee,Singapore,Jul 4 2021
524,20,Good work life balance,If you are lucky you get a good team to work with or a good boss that will try to push you upwards but it doesnt happen because policies are in place so no amount of hard work will reward you with anything substantial,Super slow progression your immediate superior does not have power to push you and the HR policies will deflect any reasonable and valid request for progression even if its justified No staff retention action keep removing staff welfare over the years no stocksshares combine 13th month into base pay spread across 12 months performance bonus need to work until die no day no night then maybe get a bit reorg and reorg no transparency no vision or security about whats coming next no explanation on anything done especially about reorgs Terrible company terrible management highest exitrate I have ever seen was a team full of people leaving at the same time leaving the project team empty and no replacements were allocated A lot of people here are just chilling and getting by no skillset no knowledge but somehow work for many years and enjoying oldstaff benefits while the skilled ones are all drowning in work with no help in sight Processes in place hints that management has no idea what their problem is and prioritizes PR stuff instead of their employees,Software Engineer,Current Employee,Ang Mo Kio New Town,Dec 30 2020
525,30,Salary,Work life balance no micro manage,Challenging for internal promotion Need contacts,Account Manager,Current Employee,Singapore,Jul 11 2021
526,30,At least trying to improve,Good colleagues Flexible Good canteen Easy to access for work Good for stepping stone,Pay too low No career progression,Quality Inspector,Current Employee,Singapore,Jun 28 2021
527,40,Good company with work life balance,Management is okay Looking to improve instead of sticking to old school style,Nothing much to add on,Senior Executive,Current Employee,Singapore,Feb 17 2021
528,40,Stable and Gov,Good working environment with supportive bosses,Salary increment may not be competitive,Anonymous Employee,Current Employee,nan,Feb 28 2021
529,30,nan,Stable not much pressure fair benefit,not much space for growth and old style,Senior Engineer,Former Employee,Maryland Heights MO,Jul 8 2021
530,30,Past experience,Nothing much to say for now,Nothing to complain about for now,Software Engineer,Current Employee,Singapore,Jun 11 2021
531,40,Programmer life,Secure and stable workplace benefits,Not bery fast career progression,Engineer,Former Employee,Paya Lebar,Jun 9 2021
532,30,Salary,work life balance is good,low pay with not much incentives,Programmer,Current Employee,Jurong West New Town,Jun 9 2021
533,40,Low Salary,Pay pay pay pay pay,Long hours bottom of food chain,Senior Engineer,Current Employee,Singapore,Jun 5 2021
534,30,Good experience overall with a nice boss,Good for people who want to retire and lead an easy life,Low Salary constantly being told them Im highly paid even though Im 23k away from market rate No drive,St Engineering Manager,Current Employee,Singapore,Mar 19 2021
535,40,Can be better,Good colleagues culture and boss,Pay is not very competitive,Assistant Manager,Former Employee,Singapore,May 24 2021
536,40,Defence unique,Good staff benefits work life balance,Low salary annual increment,Finance Executive,Current Employee,Singapore,May 26 2021
537,40,good to work,Enable fresh graduates to learn design prototyping and serial production through different programs,Restrictions due to security Limited resources,Mechanical Design Engineer,Current Employee,Singapore,May 11 2021
538,50,Good,Have stable and reliable working environment,Technology is out of date not good for fresh graduate,Project Manager,Current Employee,Ang Mo Kio New Town,May 4 2021
539,40,Company focus on RD and no sense of belonging,It’s good to work there if you are in a project management role,Cost structure difficult to get new business,Senior Manager,Current Employee,Singapore,Apr 17 2021
540,30,Typical culture,Freedom to move around and flexible with WFH arrangements,Not much communication with Management,Procurement Executive,Current Employee,Singapore,Apr 3 2021
541,30,Working enviroment,Work life balance depend on which department you are in,Pay package abit Low Can be improve,Planning,Former Employee,nan,May 17 2021
542,30,Good company,work life balance and friendly working colleagues,Slow progression as promotions are hard to come by,Engineer,Former Employee,Singapore,May 19 2021
543,40,Lousy pay Good to hide in while the Covid19 storm passes,Good working environment and good culture,Long working hour and many deadlines,Senior Engineer,Current Employee,Singapore,May 25 2021
544,20,Poor career progression for employee,Stability tolerant of extremely poor performers at the expense of hard workers,Very lousy pay HR didn’t state up front there was no 13th month pay,Project Manager,Current Employee,Singapore,Feb 28 2021
545,10,Average Working Place,No pros to share sorry,Low pay red tape all talk no action Poor career progression for employee Technology using 50 years back Within 2 years everything is drawback in ST Engineering Aerospace Reducing salary after signed contract,Senior Software Engineer,Former Employee,Singapore,May 20 2021
546,30,Poor place to work,9 to 5 job consistent work market rate pay,Have to take on multiple projects management may not notice you so hard to get promoted have traditional hierarchy system not much growth have to rely on yourself to learn,Engineer,Current Employee,Singapore,Feb 22 2021
547,10,A nice environment to learn and grow,Working with aircrafts and harmful chemicals,Poor management Stone age rules No work life balance Poorly paid,Licensed Aircraft Maintenance Engineer,Current Employee,Changi Village,Jul 9 2021
548,50,Poor management,There are lots of room and opportunity to learn new skillsets,You will need to get to know a lot of people fast in order as there are various teams in the Shared Services,Training Executive,Current Employee,Western Islands,Mar 21 2021
549,20,Lead system engineer,Can selflearn alot of things,Manager have no sense of direction when it comes to project Expect employees to use skills future for the benfit of the company,Engineer,Former Employee,nan,Mar 30 2021
550,30,Stable pay,Great colleagues to work with,Management need to know how to retain employees,Anonymous Employee,Former Employee,nan,Jun 22 2021
551,30,military aircraft,Stable pay is the only attraction,Bureaucracy red tapes management is filled with rank and file that secures their own job,Assistant Engineer,Current Employee,Singapore,May 20 2021
552,30,Na,stable challenging worklife balance Overtime pay,pay management negative environment career progression,Service Engineer,Current Employee,Paya Lebar,Jun 24 2021
553,30,Politics,Work life balance for employee,Management policies need to be improved,Engineer,Current Employee,Boon Lay,Jun 25 2021
554,10,Good place for learning and mega project exposure,Easy Life Go home on Time,No Benefits Bonus all fixed,Engineer,Current Employee,Singapore,Aug 26 2021
555,40,Excellent engineering training ground,Opportunities to work in large projects good exposure to latest technologies you can attend many technical soft skills training courses,Processdriven conservative too much paperwork,Consultant,Former Employee,Singapore,Nov 7 2020
556,40,Review,Financial Stability Training Availability Good Work Environment,Slow pace of work progression increments is standard across a few grade management can be too risk averse,Principal Engineer,Current Employee,Jurong West New Town,Oct 25 2020
557,30,Stable Job,Very slow pace No aws Bonus is good if you performed well,Very slow pace slow increment and advancement,Software Engineer,Current Employee,Ang Mo Kio New Town,Jun 9 2021
558,30,Working environment,Safe and stable job decent work life balance,Lack of progression management can be old school at times,Engineer,Current Employee,Singapore,Jun 8 2021
559,30,Good,fair work and life balance,The working is Quite boring,Software Engineer,Former Employee,nan,Jun 24 2021
560,40,Good for fresh grad,Lots of learning and experience,Welfare for employee can be improve,Material Planner,Current Employee,Singapore,Feb 14 2021
561,40,Design Engineer,No ot and fixed working time Performance bonus every year Takes care of employees,Progression is slow and company has many hierarchy,Executive,Current Employee,Bedok New Town,Jan 13 2021
562,30,Good,Very stable Opportunities to learn,Very slow career progression Resistant to change,Mechanical Design Engineer,Current Employee,Jurong,Jun 19 2021
563,20,ST Engineering,Easygoing and flexible management style,Work culture not productive enough,Electrical Engineer,Former Employee,Singapore,Jun 25 2021
564,40,Pros Cons,Stable for now until the new CEO came in,No bonus for sales personal from projects signed,Systems Engineer,Current Employee,Singapore,Jan 25 2021
565,30,Company Environment,work life balance team work,not a place for career growth,Senior Engineer,Former Employee,Boon Lay,Jun 17 2021
566,30,pay is low,Good place to pick up skills and learn for fresh graduate,Scholar oriented company Scholar will be prioritize for chances or opportunities,Senior Engineer,Current Employee,Singapore,May 12 2021
567,30,Good employer,work life balance is good,hard to promote in the company,Manager,Current Employee,Singapore,Jun 13 2021
568,50,Not Bad,Everybody is serious about their work,In my view not much cons working in this company,Senior Manager,Former Employee,Singapore,Jan 22 2021
569,20,nan,Opportunity to learn different projects,Old management thinking and red tape,Commercial Executive,Current Employee,nan,Jun 16 2021
570,30,Good environment,Nothing much to say for now,Nothing to complain about for now,Software Engineer,Current Employee,Singapore,Jun 11 2021
571,50,Programmer life,Good Working Life Nice College,No progression as it is projectbased,Associate Engineer,Current Employee,Jurong East New Town,Jan 23 2021
572,30,good,work life balance is good,low pay with not much incentives,Programmer,Current Employee,Jurong West New Town,Jun 9 2021
573,40,Great culture,great working environment and culture,low salary slow progression sometimes need to OT,Engineer,Former Employee,Singapore,Jan 25 2021
574,50,Low Salary,Great culture good people and workplace,No and I think it is a good company,Category Manager,Former Employee,Singapore,Jan 14 2021
575,30,Great company,Good for people who want to retire and lead an easy life,Low Salary constantly being told them Im highly paid even though Im 23k away from market rate No drive,St Engineering Manager,Current Employee,Singapore,Mar 19 2021
576,50,Good,Great for fresh grad to learn,Slow pace and Pay is average,Senior Engineer,Current Employee,Singapore,Jan 20 2021
577,40,Good Company,Friendly colleagues give you support,No work life balance when busy,Assistant Manager,Current Employee,nan,Jan 26 2021
578,50,Quality,Lots of flexibility Friendly environment Competitive package,NAME,Graduate Student,Former Employee,Singapore,Jan 20 2021
579,40,Job,Work experience for first job,Increment salary too low compared to market,Senior Engineer,Current Employee,Singapore,Jan 22 2021
580,40,Good,Helpful colleagues and teamwork on site,Bad management in the company direction,Service Engineer,Current Employee,nan,Jan 20 2021
581,40,Company focus on RD and no sense of belonging,Get to learn and explore new ideas,Salary too low for the effort you put,Senior Engineer,Current Employee,nan,Jan 13 2021
582,30,Typical culture,Freedom to move around and flexible with WFH arrangements,Not much communication with Management,Procurement Executive,Current Employee,Singapore,Apr 3 2021
583,30,Working enviroment,Work life balance depend on which department you are in,Pay package abit Low Can be improve,Planning,Former Employee,nan,May 17 2021
584,30,Lousy pay Good to hide in while the Covid19 storm passes,work life balance and friendly working colleagues,Slow progression as promotions are hard to come by,Engineer,Former Employee,Singapore,May 19 2021
585,20,Poor career progression for employee,Stability tolerant of extremely poor performers at the expense of hard workers,Very lousy pay HR didn’t state up front there was no 13th month pay,Project Manager,Current Employee,Singapore,Feb 28 2021
586,10,Average Working Place,No pros to share sorry,Low pay red tape all talk no action Poor career progression for employee Technology using 50 years back Within 2 years everything is drawback in ST Engineering Aerospace Reducing salary after signed contract,Senior Software Engineer,Former Employee,Singapore,May 20 2021
587,30,Poor place to work,9 to 5 job consistent work market rate pay,Have to take on multiple projects management may not notice you so hard to get promoted have traditional hierarchy system not much growth have to rely on yourself to learn,Engineer,Current Employee,Singapore,Feb 22 2021
588,10,good,Working with aircrafts and harmful chemicals,Poor management Stone age rules No work life balance Poorly paid,Licensed Aircraft Maintenance Engineer,Current Employee,Changi Village,Jul 9 2021
589,40,Principal Engineer,worklife balance good team and flexible hour,slow promotion very little exposure,Cybersecurity Consultant,Current Employee,Singapore,Jan 12 2021
590,40,Good but boring,Good local culture many Singaporean,Salary growth is slow some scope is too niche to find jobs in other industries,Principal Engineer,Current Employee,Singapore,Mar 22 2021
591,30,Great Place but Slow moving culture,Wonderful job security wl balance,Big old dinosaur lower salary than market price,Data Scientist,Current Employee,Singapore,Mar 15 2021
592,50,a,The people The scope of work Lot of learning and independence on approaching projects,Fragmentation of depts causes lot of unnecessary conflicts Too much emphasis on time charge causing rushing of work leading to less than great results,Engineer,Current Employee,Jurong West New Town,Feb 2 2021
593,30,Outsourced employee,stable office job with nice superior,no much progression for career,IT Helpdesk Support,Former Employee,Singapore,Apr 13 2021
594,40,Worklife in ST,work life balance good place for fresh grads to learn,slow progress little increment,Software Engineer,Current Employee,Singapore,Mar 26 2021
595,20,Working in ST Engineering,Good learning ground touches alot on handson skills,No progression yearly salary increment less than 50 very low bonus for the executives,Software Engineer,Current Employee,Jurong West New Town,Feb 21 2021
596,30,Software Engineer,Quite independent Bosses dont micromanage,Doing things outside your job scope,Software Manager,Current Employee,Ang Mo Kio New Town,Apr 3 2021
597,40,Below average pay,Many things to learn Open to innovate,A very hierarchy based structure,Software Engineer,Current Employee,Singapore,Apr 1 2021
598,30,work environment,Nice colleagues moderate benefit no stress,Old technology slow decision,Software Engineer II,Current Employee,nan,Apr 3 2021
599,20,Meh,It has a nice reputation,The work is never ending,Assistant Manager,Current Employee,Bedok New Town,Apr 8 2021
600,20,nan,Good first step to learn,Boring and management is very slow,Software Engineer,Current Employee,nan,May 13 2021
601,20,Work,Great working environment and culture,Management from department not that good,Software Engineer,Former Employee,Ang Mo Kio New Town,May 10 2021
602,40,Review,Stable good work life balance,slow moving projects and career growth,Design Engineer,Current Employee,Singapore,Dec 27 2020
603,30,Good,Career rotation and systematic work,Bad Management and low pay but got bonus,Engineer,Current Employee,Tampines New Town,May 5 2021
604,30,Please read this,Pay pay pay pay pay,People people people people people,Engineer,Current Employee,Tullamore Offaly,May 11 2021
605,10,Aerospace Engineer,NAME,Too much politics affecting work life balances pays too little as compared to the industry micromanages too much on engineering hours,Design Engineer,Current Employee,nan,Apr 13 2021
606,40,I worked with professionism safety quality and presicion,Colleagues are easy to work with,Lack of mentorship lotsa politics at management level,Engineer,Current Employee,Singapore,Dec 17 2020
607,40,Work life balance,More overtime and good people to worked with,Less equipment and less training to provide with technician,Aircraft Maintenance Technician,Former Employee,Tampines New Town,Nov 18 2020
608,40,OK company,Good for retirement plans for 40yrs above,No career progression don’t expect huge bonus,Executive,Current Employee,Ang Mo Kio New Town,Dec 12 2020
609,40,Please stay away,Job stability opportunities for learning new things,Below average salary in industry,Senior IT Administrator,Current Employee,Singapore,Dec 19 2020
610,10,Not applicable,None nothing to comment on this company Please stay away,Need to covet for 10 people and they dont hire,Technical Manager,Current Employee,Singapore,Jun 19 2021
611,30,Average Company,A place to learn get experience,Might have politics in some teams Might not be able to learn much,Consultant,Former Employee,Singapore,Apr 15 2021
612,20,You needed someplace to start,Job security I really cannot think of anything else,Pay is low no sales commissions too many former military with little to no experience in a commercial company leading people terrible work culture and even worse management style There is a reason why university grads avoid this company,Sales,Current Employee,Boon Lay,Feb 15 2021
613,30,Good engineering company but,Great co colleagues Facilities are awesome,Ensure your prospect is declared from start,Test Engineer,Current Employee,Singapore,Apr 25 2021
614,30,na,Wide spectrum of engineering business in one group,Sometimes Long working hours not much career growth,Senior Executive,Current Employee,Jurong West New Town,Apr 15 2021
615,20,Work life balance,good for fresh grad as a start,no prospect politic and stagnant,Engineer,Former Employee,nan,May 4 2021
616,40,Good Place to work learn,Good Colleagues and Work life balance,however sometime you need to OT,Anonymous Employee,Current Employee,nan,Dec 13 2020
617,40,Somewhere I would not want to be,Experience a wide range of technological exposure,Need to be patient with management,Supplier Quality Manager,Current Employee,Singapore,Nov 30 2020
618,20,Overall quite a good company,Nothing good to me in my opinion,PM not doing his job No teamwork,Systems Engineer,Former Employee,nan,Apr 17 2021
619,30,Stable,Good environment Work life balance,Rush to wait wait to rush environment,Systems Engineer,Former Employee,nan,Apr 20 2021
620,30,Working in ST,Get to learn and experience fullstack development in your project Great collaborativeness and exposure among the project team Awesome worklife balance,Really slow progression Offsite projects will likely result in you having low visibility in management eyes when your performance and progression is being assessed,Software Engineer,Current Employee,Singapore,Nov 18 2020
621,30,Bad Culture,able to have work life balance,poor management and high turnover rate,Software Engineer,Current Employee,Ang Mo Kio New Town,Apr 21 2021
622,30,Good for learning bad for progression,Exposed and learn many thing at the same time,Too much work given with little time,Senior Engineer,Current Employee,Singapore,Mar 8 2021
623,20,decent,Good if you wanna learn they will give everything to you if you are willing to take,They treat u the same no matter u are super hardworking or super lazy,Senior Software Engineer,Former Employee,Singapore,Mar 1 2021
624,40,Software,decent work place with good opportunities,tend to be top heavy,Manager,Current Employee,Singapore,Dec 10 2020
625,40,Average,Worklife balance Good learning place,NAME,Associate Engineer,Current Employee,nan,Nov 26 2020
626,40,In the midst of transformation,Stable income talk to get promoted,Non stop hands on dull work,Systems Engineer,Current Employee,Ang Mo Kio New Town,Dec 7 2020
627,50,Review of Aerospace Sector,Stable open many doors and great stepping stone,Chance of promotion is 1 out 10,Regional Sales Manager,Current Employee,Singapore,Nov 2 2020
628,30,Review,1 Job security especially for Singaporeans 2 Decent work life balance,1 Poor facilities upkeep 2 Uninspiring conservative leadership 3 Staff remuneration is slightly below market rate,Engineer,Current Employee,Singapore,Mar 16 2021
629,20,A disconnect,Not applicable to have pro,salary not up to market,Engineer,Current Employee,nan,Apr 25 2021
630,30,Senior Engineer,They have a lot of benefits in working for them,They often work from a top down approach and can be very restrictive on innovation and improvement at times,Associate Engineer,Current Employee,Singapore,Jan 22 2021
631,40,Poor working culture,Stable and good working environment,Progression path is unclear and lack structure,Senior Engineer,Current Employee,Jurong East New Town,Feb 17 2021
632,20,Good for management,Opportunity to learn new skills yearly,Poor working culture Unrecognised effort and contribution,Software Engineer,Current Employee,nan,Jan 27 2021
633,20,Bad management,Flexible hours sometimes no need to clock in Got chance to learn for technology and implement small items Got friendly colleagues avoid those unfriendly one,Very hard to issue PO very jialat system some even no system need to manually do RD no good develop no career advance for engineer High turn over rate and even offer in contract,Senior Hardware Engineer,Former Employee,Singapore,Nov 2 2020
634,30,Low salary,NAME,Bad management Lack of manpower have to do all the works High turnover rate,Software Engineer,Current Employee,nan,Feb 4 2021
635,20,unjust salary adjustment,there is work life balance,Extremely low salary below market rate,Engineer,Current Employee,Singapore,Feb 19 2021
636,20,,manageable working hours no needless OTs,salary adjustment during covid even when still largely profitable,Engineer,Current Employee,nan,Jan 18 2021
637,20,Culture remain the same,More stable job as compared to private firms,Very rigid structure Little room for promotion,Project Engineer,Current Employee,Bedok New Town,Feb 18 2021
638,30,Good place for learning and mega project exposure,Freedom that let you stay where you are and how long,Culture remain the same not all military guy knows about the business,Manager,Former Employee,nan,Jan 18 2021
639,40,Lack leadership,Opportunities to work in large projects good exposure to latest technologies you can attend many technical soft skills training courses,Processdriven conservative too much paperwork,Consultant,Former Employee,Singapore,Nov 7 2020
640,30,Excellent engineering training ground,Decent work salary Decent work life,lack leadership management do not have a clear view on how to lead a VAPT team,Consultant,Current Employee,nan,Jan 24 2021
641,40,Good,Financial Stability Training Availability Good Work Environment,Slow pace of work progression increments is standard across a few grade management can be too risk averse,Principal Engineer,Current Employee,Jurong West New Town,Oct 25 2020
642,40,Good for fresh grad,Lots of learning and experience,Welfare for employee can be improve,Material Planner,Current Employee,Singapore,Feb 14 2021
643,40,Good for retirement,No ot and fixed working time Performance bonus every year Takes care of employees,Progression is slow and company has many hierarchy,Executive,Current Employee,Bedok New Town,Jan 13 2021
644,30,ST Engineering,Allow employees to learn at their pace,May not be suitable for the young and forceful,Engineer,Current Employee,Singapore,Jan 12 2021
645,40,Good employer,Stable for now until the new CEO came in,No bonus for sales personal from projects signed,Systems Engineer,Current Employee,Singapore,Jan 25 2021
646,50,Too many levels,Everybody is serious about their work,In my view not much cons working in this company,Senior Manager,Former Employee,Singapore,Jan 22 2021
647,30,Good environment,Good work life balance Will be at an advantage if management favors you,Low increment and career progress slow,Senior Engineer,Current Employee,Singapore,Jan 4 2021
648,50,Never wake up,Good Working Life Nice College,No progression as it is projectbased,Associate Engineer,Current Employee,Jurong East New Town,Jan 23 2021
649,10,NonDiverse Employee Staff Ratio,If you are in favour all are pros,Poor bossy and ignorant senior management Promotion based on favoraritism but not performance The survivers are lazy toxic and talkative colleagues including senior staffs like sabotaging many good performers to leave The longer one stays the more miserable,Project Manager,Former Employee,Jurong East New Town,Jan 7 2021
650,20,Engineering company,Work life balance Stable income Match market rate salary,Primarily Singaporean Chinese little to no minority race Slow career progression 35 years to senior executive Minimal increment At sector no proper maternity facilities for women At sector 9 months in have not be allocated own laptop Length of service prioritize more than skill set capability Not a great environment for fresh grads,Executive,Current Employee,Boon Lay,Jul 17 2020
651,40,Work Culture,Stable job friendly working environment,Limited opportunity for career progression,Manager,Current Employee,nan,Nov 27 2020
652,40,STE infocomm,Good work culture encouraging environment,Lower Pay or Inadequate Remuneration,Engineer,Current Employee,Singapore,Nov 26 2020
653,30,Good place to start,Good place for exposured and career development,High work load and high turnover rate,Senior Network Engineer,Former Employee,Jurong East New Town,Oct 16 2020
654,30,Comfortable,Starting pay can be said to be more than competitive,The headline says it all,Senior Engineer,Current Employee,Singapore,Oct 25 2020
655,50,,Work life balance and comfortable project pace,Everything else is balanced progressionpay,Software Engineer,Current Employee,Singapore,Nov 19 2020
656,30,STENG,Ok company for fresh grad,Stagnant progression and can’t learn much,Project Engineer,Current Employee,Singapore,Nov 26 2020
657,30,Work life balance,Large Company is able to practise a wide range of engineering,Too many management staffs directing too few doers on the floor,Principal Engineer,Former Employee,Jurong West New Town,Oct 31 2020
658,40,Good company to be with,There is work life balance,The salary is so so,Senior Process Engineer,Current Employee,Western Water Catchment,Nov 21 2020
659,40,Long working hours low pay,Can involve with big picture,Big pictures can be tiring,Supplier Quality Manager,Current Employee,Jurong West New Town,Nov 2 2020
660,10,Depends,Stable job Every month get paid on time Suitable for Boomers,Taiji masters every where Too much lip service Upper management do not want to take responsibility No work life balance Not suitable for young ppl,Anonymous Employee,Current Employee,nan,Dec 7 2020
661,30,Don’t do it,High salary hope that you meet a good leader then you will have work life balance,If you were to meet a bad superior you will be expected to do everything,Systems Engineer,Current Employee,Ang Mo Kio New Town,Aug 26 2020
662,10,Nice colleagues complex hierarchy,5 day week not 7,The world is bigger than Singapore,Project Manager,Former Employee,Stansted England,Jan 18 2021
663,30,Exposure,Most colleagues are friendly and helpful Have chance to expose to big events,Scholars are always on priority list no matter they are good or not Many directors talks a lot but not helpful and holding very high pay Basic pay is low Complex hierarchy things need longer time to be processed,Project Marketing,Current Employee,nan,Aug 12 2020
664,30,Review headline,Wide area of business Good exposure,Not enough rotation for nonscholars,Account Manager,Former Employee,Singapore,Nov 12 2020
665,30,Good,Decent working environment for a singapore company,Nothing much to say here,Technical Writer,Current Employee,Singapore,Oct 26 2020
666,50,Benefits and opportunities for exposure,Good prospect and job stability,Welfare and old management thinking,Engineer,Current Employee,Paya Lebar,Nov 1 2020
667,50,Not for the driven type,Areas for exposure such as willing to let you hands on and do it your way,Demanding colleague that have no consideration,Executive,Current Employee,Tampines New Town,Sep 19 2020
668,30,General Review,Good work life balance here,Legacy baggage preventing transformation efforts,Sales Manager,Former Employee,nan,Oct 22 2020
669,30,Na,Salary and benefit is competitive,Lots of stress require to work after hours,Project Manager,Current Employee,nan,Oct 19 2020
670,10,Some Good Work Life Balance,Relaxed environment OTOT Low standards to meet,Poor career progression Old people Slow pace,Marketing Communications Manager,Former Employee,Singapore,Jan 10 2021
671,30,Great culture,Stable opportunities for a variety of projects,Slow progression unless took up a scholarship,Principal Engineer,Current Employee,Singapore,Oct 5 2020
672,50,Good place to retire,Loved the people and the culture,Not as agile as I would have liked,General Manager,Former Employee,Singapore,Oct 7 2020
673,20,Below Average,Good work life balance and friendly environment,Little upwards improvement Mostly lateral sideways promotion Low Salary,Senior Engineer,Former Employee,Singapore,Oct 6 2020
674,20,Bad management Do not care about engineer,Some colleagues are experienced and a good mentor,Different departments different workloads Very political environment,Engineer,Current Employee,nan,Oct 13 2020
675,20,Good,Work life balance Good place to retire,Bad management Bad progression for technical people,Anonymous Employee,Former Employee,nan,Sep 27 2020
676,30,Life in ST,Good Annual Bonus and Staff Benefits,Low Basic Salary and long hour work,St Engineer,Current Employee,Singapore,Oct 11 2020
677,30,No clear career progression,Good Work life balance at work,Lack of ownership and accountability,Assistant Principal Engineer,Current Employee,Jurong West New Town,Sep 26 2020
678,20,Low learning opportunity,Iron ricebowl if you dont screw up,No career progression lousy staff benefits parachuters from SAF,Engineer,Current Employee,Singapore,Sep 1 2020
679,40,Rating,Work life balance medical benefits allowance,Using out to date tech,Software Engineer,Current Employee,nan,Oct 2 2020
680,40,Wide ranging business,Good exposure to many things,Not enough benefits for staff,Assistant Principal Engineer,Current Employee,Singapore,Oct 7 2020
681,40,Not bad,Executive levels are driving business excellence,frequent changes requires focus on deliverable and adopting changes,AVPOperations,Current Employee,nan,Sep 19 2020
682,30,Stable career,Good allowance reasonable pay conducive environment,Stingy boss micro manage Long hours,Systems Engineer,Current Employee,Singapore,Sep 23 2020
683,40,Good company but room for improvement,stable standard working hours opportunity to improve,highly bureaucratic rigid and highly structured,Sales,Former Employee,Singapore,Sep 23 2020
684,30,TOP company in Singapore,Colleague are friendly some willing to impart skill and knowledge gracious working culture when do wrong thing will be forgiven,Stressful environment depends on the role you are,Planner,Current Employee,Singapore,Aug 12 2020
685,50,Ok workplace,A lot of freedom given at work with a lot of room for self reflection,Top down instruction flow like army style,Logistics Specialist,Current Employee,Tampines New Town,Aug 26 2020
686,10,ST Engineering Review,There is no pros to mention,Most of the days are bad Toxic management,Software Engineer,Former Employee,nan,Nov 23 2020
687,30,Company with stability,As an integrated company there are a lot to learn inter company,Can be quite military style as most of the higher management comes from military background,Senior Executive,Current Employee,Singapore,Aug 16 2020
688,30,good,Stable pseudo government Typical engineering company,Limited learning opportunities Low pay,Business Development,Current Employee,nan,Sep 24 2020
689,20,Bad management Do not care about engineer,fleixble working hours work life balance,more you do more arrow you will get,Engineer,Former Employee,Singapore,Sep 9 2020
690,20,Good,Work life balance Good place to retire,Bad management Bad progression for technical people,Anonymous Employee,Former Employee,nan,Sep 27 2020
691,30,Life in ST,Good Annual Bonus and Staff Benefits,Low Basic Salary and long hour work,St Engineer,Current Employee,Singapore,Oct 11 2020
692,30,No clear career progression,Good Work life balance at work,Lack of ownership and accountability,Assistant Principal Engineer,Current Employee,Jurong West New Town,Sep 26 2020
693,20,Not bad,Iron ricebowl if you dont screw up,No career progression lousy staff benefits parachuters from SAF,Engineer,Current Employee,Singapore,Sep 1 2020
694,30,Good company but room for improvement,Good allowance reasonable pay conducive environment,Stingy boss micro manage Long hours,Systems Engineer,Current Employee,Singapore,Sep 23 2020
695,30,Ok workplace,Colleague are friendly some willing to impart skill and knowledge gracious working culture when do wrong thing will be forgiven,Stressful environment depends on the role you are,Planner,Current Employee,Singapore,Aug 12 2020
696,10,ST Engineering Review,There is no pros to mention,Most of the days are bad Toxic management,Software Engineer,Former Employee,nan,Nov 23 2020
697,30,Company with stability,As an integrated company there are a lot to learn inter company,Can be quite military style as most of the higher management comes from military background,Senior Executive,Current Employee,Geneva,Aug 16 2020
698,30,good,Stable pseudo government Typical engineering company,Limited learning opportunities Low pay,Business Development,Current Employee,nan,Sep 24 2020
699,20,Technical Manager,fleixble working hours work life balance,more you do more arrow you will get,Engineer,Former Employee,Geneva,Sep 9 2020
700,50,Good company to retire,Good management team and fair to employees,Slow progression Especially when you become Mgrade,Technical Manager,Current Employee,Singapore,Aug 20 2020
701,30,Ok lah,Not much work and worklife balance Stable,The salary is not competitive Nothing much to learn from the managers,Data Analyst,Current Employee,Singapore,Aug 12 2020
702,30,Conservative,It a semi gov company,Each subsidiary of st engineering does not see eye to eye,Systems Integration Engineer,Current Employee,Tuas,Aug 19 2020
703,30,Not great,Generally ok environment with nice colleagues,Progression may be difficult unless you shine like a star among the sea of engineers Ok if you are contented,Principal Engineer,Former Employee,Jurong West New Town,Jul 27 2020
704,20,Experience,Some big projects to handle,Quite regimental in how they operate,Anonymous Employee,Former Employee,nan,Sep 2 2020
705,30,Whole Organisation with Plenty of Opportunities,Casual wear Strong and stable company,Be careful on security handling matter,Software Engineer,Current Employee,Ang Mo Kio New Town,Aug 31 2020
706,40,Nice Starting Point,Transforming into a modern workplace,Lack of trust between managers and staff hence not every manager support WFH fully,Manager,Current Employee,Singapore,Jul 27 2020
707,30,Work,Provides nice work life balances,Bonuses given are not very impressive,Software Engineer,Current Employee,nan,Aug 25 2020
708,40,STM,Great colleagues great environment colleagues and micellaneauous benefits,Low Pay Low pay low pay,Technician,Former Employee,nan,Aug 21 2020
709,30,Average,Good exposure to many projects,Long hours A lot of deadwood exSAF,Senior Engineer,Former Employee,nan,Aug 27 2020
710,30,Working in st engineering,Work Life Balance Reasonable work load,Low salary People who cannot do work are also hired,Consulting Hardware Engineer,Current Employee,nan,Jan 14 2020
711,20,Software Engineer,Flexibility given when needed by the staffs Depends which department,no work life balance Always last minute issues and even called back during weekends,Engineer,Former Employee,Jurong West New Town,Jan 12 2019
712,30,company working for communication on railway,Good for fresh graduates Good for learning as entry level,No worklife balance some times working from 9am to 6am Management is a mess,Anonymous Employee,Current Employee,nan,Sep 19 2019
713,40,Good exposure to interesting domains,good for the communication system in railway,the benefit to employee is not well as much,nan,Former Employee,nan,Dec 2 2017
