Unnamed: 0,Rating,Title,Pro,Con,Job Title,Status,Region,Date
nan,3,Average,Good start up company Paid trainning New Hire Bonus,Long hours Night shift Long commute,Area Manager,Current Employee,nan,Oct 9 2022
nan,4,Wonderful pay,Good pay good schedule good benefits,Long hours long period of standing up,Pack Assistant,Former Employee,Matteson IL,Oct 9 2022
nan,5,Highly recommend,Been with the company going 6 years now and can honestly say this is the best company I have ever worked for I am proud to be an Amazonian,A company that is still growing,Support Operations Manager,Current Employee,nan,Sep 14 2022
nan,4,Not bad,Not a bad place to work,Hard work and not best balance,Anonymous Employee,Current Employee,nan,Oct 10 2022
nan,2,Meh,Co workers were fun to be around,Long hours inconsistent shifts no care for employees,DSP Driver,Former Employee,New York NY,Oct 10 2022
nan,3,Dispatch,Ok job very easy to do,Stangant in growth Hard to grow,Dispatcher,Former Employee,Moonachie NJ,Oct 11 2022
nan,5,Best,Three days off is the best,Nothing really Amazon is great,Returns Processor,Current Employee,nan,Oct 11 2022
nan,5,great,it is good pay flexible hours,hard to pick up shifts,Amazon Associate Tier I,Current Employee,nan,Oct 11 2022
nan,5,M,Great pay and good benefits,None that I can think of,Associate Learning Ambassador,Former Employee,nan,Oct 11 2022
nan,5,Awesome,Good people fun work enviroment,Very tired after my shift,Associate,Former Employee,Kenosha WI,Oct 12 2022
nan,3,Area Manager,Good management experience for entry level,Nights weekends often long days,Area Manager,Current Employee,Dallas TX,Oct 12 2022
nan,3,Boring,Flexibility and benefits thats it,Work environment learn nothing at the job,Process Assistant,Current Employee,nan,Oct 12 2022
nan,3,Worked for a 3rd party delivering packages,Free merch open road and working outside cool people to work with,Some late nights depending on route size my dispatch would get upset at me for taking bathroom breaks on the way to the first delivery stop ok pay for the work,Lab Technician,Former Employee,nan,Aug 30 2022
nan,4,Great place,Great place to move up the cooperate ladder,Sometimes it may feel as if youre not compensated for the amount of work you must complete,Anonymous Employee,Former Employee,nan,Sep 26 2022
nan,5,About amazon,A place where you can share your skills and develop the technical skills with lots of resources culture,nothing to say about cons,Software Development Engineer SDE,Current Employee,nan,Sep 26 2022
nan,4,Acceptable,money infrastructure pay perks insurance,working hours work life balance,Software Development Engineer SDE,Current Employee,Seattle WA,Oct 13 2022
nan,5,Special Place,This truly is the best of the best I have been surrounded by the most talented people in the industry taking on a project head on The amount of input Ive been able to have already has been unbelievable once youre on the team they trust you to contribute right away,It is a very individualized work atmosphere not that this is particularly a bad thing but it would be extremely difficult if you werent a self starter,Anonymous Employee,Current Employee,Culver City CA,Jul 22 2022
nan,5,amazon reviews,it’s nice and cool we don’t just stand in one area all day and we move very quickly packaging things,cut the fans down some or raise them higher they blow very hard,Stocker,Former Employee,nan,Sep 16 2022
nan,5,Great place to work,You will have the chance to work globally with professional teams developing your career,I dont find any cons so far,Art Director,Current Employee,nan,Sep 27 2022
nan,3,Picker,Good benefits and 401k 4 days a week 10 hour shifts 3 days off,After 3 years you don’t get a raise anymore you tap out,Material Handler,Current Employee,nan,Sep 27 2022
nan,3,Flexible part time hours,I like the benefits Career Choice and time off options,You can feel like just one of many minions sometimes and easily replaceable,Sort Center Associate,Current Employee,Brownstown MI,Sep 27 2022
nan,5,Obsessed with their customers and improving,True learning environment Exceptional coworkers Good benefits Great innovation and creativity,You can feel like a number because the organization is so large Seems like endless work and learning you have to proactively set your boundaries so you do not overwork,Technical Account Manager,Current Employee,Phoenix AZ,Aug 12 2022
nan,3,Easy job but gets pretty boring when running out of things to think about,Good enough pay Good growth opportunities Good management in my experience,Very repetitive Will work you pretty hard No sense of fulfillment,Sorter,Former Employee,Tucson AZ,Aug 31 2022
nan,2,Haslet Facility,Good base pay Double time on mandatory 5th days Regular time is 4 10hr days 3 days off Health insurance offered comes out of your check Discount offered although mine didnt work and now is gone There is education benefits offered and transfer opportunities Im waiting to see if that works,Extremely difficult to get questions and issues resolved through Employee phone Usually impossible You are always directed to the app Which doesnt cover questions only a human can research and correct They dont tell you you must use your discount before end of year or you will lose it They dont inform you you must use your PTO paid time off hours before end of year else you will lose it If you have to see HR at your facility during your work day you can expect a line to wait in after working a rigorous 1012 hrs shift Even then they do not always correct a time clock issue I love the job when its operating correctly but their inbound Stow position leaves you wondering who and why created the procedure so backwards in regards to productivity It requires a lot of heavy lifting you should know There is very few Anglo Americans employed there Mostly of a foreign origin They show favoritism in assignments as far as I can see,Warehouse Worker,Current Employee,Fort Worth TX,Jan 6 2022
nan,5,Great learning opportunities and experience,Great place to learn professionally and personally Intelligent and sharp teams both technical functional and leadership Supportive and well managed teams Will always be challenged and intrigued by your team members or whomever you discuss here Everything thought or worked upon are in large scale Scale matters here,Nothing to mention as it is going good so far,Sr Technical Program Manager,Current Employee,San Francisco CA,Aug 18 2022
nan,5,Great place to work,I was always hesitant about working at Amazon but have been pleasantly surprised by how much Im enjoying it I love that it feels like a startup environment nimble innovative thinking big etc yet we have all the resources and support that we need to be successful Really enjoy working with incredibly smart people Everyone is super organized and efficient in their work styles Also love the writing culture pushes everyone to put their ideas down on paper so that meetings are run highly efficiently I also love how their leadership principles are ingrained into everyday working behavior Ive never worked anywhere where everyone actually practices the principles the organization stands for on a regular basis If you are a top performer you will thrive here,There are so many teams doing so many things and some initiatives are very related difficult to keep track of whats happening It is a giant company so there are internal processes that are frustrating to deal with though still fewer than anywhere large Ive worked at before Amazon builds most of its own internal software which is annoying to use sometimes,Technical Program Manager III,Current Employee,nan,Jan 11 2022
nan,2,if you stick around for several years you are practically guaranteed a promotion,they hire literally any one,They will literally hire anyone,Associate,Current Employee,nan,Sep 28 2022
nan,5,Great methodical onboarding with helpful talented Amazonians,The best part of AWS is Amazonians The onboarding process is designed to get lots of exposure to people along with processes and tools,Given the high workload it’s important to e ruthless In prioritization,AIML Specialist,Current Employee,nan,Sep 8 2022
nan,1,Stay away from Amazon SAV3,VET VTO Weekly pay Food trucks That’s it,Drama Favoritism Low pay Poor management Poor HR department,Warehouse Associate,Former Employee,nan,Oct 20 2022
nan,4,Good Place to Work,Steady hours A lot of OT Good benefits Good people,Long hours during PEAK Strict with being on time clocking in and out,Warehouse Associate,Current Employee,nan,Sep 30 2022
nan,3,It can become a dream or a nightmare come true depending on where you land,1Great place to learn 2Selfserve culture very friendly peers You will hardly experience any cutthroat culture here 3Its like being back in college almost everyone is new around you constant learning and experimenting 4You will come across some of the best people in your technical life here 5Customer obsessed team culture and its a life learning 6Work life culture is for yours to drive 7Pride of working for an Amazing company will keep hitting you,1Your experience positive or negative will be defined by your hiring manager if you have a great manager then you are lucky else enjoy the daily suffering 2Watch out for nonamazonian like qualities strong attitude rudeness negative instinct snobbishness not showing interest in you as an individual during interview and if your hiring manager display any of these just walk away or ask for another position to interview against as it wont be worth it everyone internally gets trained several times over before they can even sit through candidate interviews and if there are a few people who defy that then you certainly dont want to be working with those because those are the real weeds here 3Do not be under the impression that the larger brand will help no it wont help you are pretty much on your own here and no one can help you after you join The team where you land will only matter rest dont at least for a year or two 4Ask the hiring manager clear examples of what the role would do on a day to day basis if they cannot explain well enough thats a negative sign Certain roles eg CSM can be very tricky and can be a double edged sword without support of your hiring manager and the right account assignment you will head nowhere with this 5Leaves are very low here 5 official holidays 5 PTO for 1st year apart from sick leaves 6Medical benefits are provided and is good but I have found the plans to be a little expensive than in other larger organizations but not a big deal actually 7WFH option is at the discretion of your hiring manager and so get this clarified during interview and have it documented in your offer otherwise you are sure to get a surprise,Senior Customer Solutions Manager,Current Employee,New York NY,Jul 1 2022
nan,1,Horrible Experience,The sign on benefits are amazing,The company cares about the warehouse front line and corporate employees The training is nowhere near what you need to know You get paid for 43 hours a week when you work more than that Also the company wants to you to do continued training at home You must be good with money management because you get paid monthly,Area Manager,Current Employee,Richmond TX,Sep 18 2022
nan,5,Great Job,Good hours good pay good benefits,Coco wring sudden call outs,Delivery Driver,Current Employee,nan,Sep 30 2022
nan,3,great Company,people easy access to help ERC and food avaible to buy at lunch break,productivity and pay raises and fast pace work,Process Associate,Current Employee,Dallas TX,Sep 30 2022
nan,5,AWS Business Development Manager,Great culture that is peculiar but in good way Company really does lead using Amazon Leadership Principles as a North Star Opportunity to work with some of the brightest people in technology who are kind and willing to lend a hand Strong writing culture which forces Amazonians to communicate clearly and succinctly Through your written work you can also change your career with a new idea or business opportunity by writing a paper,Different approach to promotions and moving up the ladder The writing culture is not for everyone Difficult and time intensive interview process,Business Development Manager,Current Employee,nan,Apr 7 2022
nan,5,Accelerate,NAME,NAME,Anonymous Employee,Current Employee,nan,Sep 19 2022
nan,3,Easy work gets boring,Decent pay for the work required of you good benefits starting day one room for advancement career choice program,Repetitive work Doesn’t take long for the work to get boring,Warehouse Associate,Current Employee,Braselton GA,Sep 20 2022
nan,3,Weekly paid,Pay a salary every Friday,Terrible hour 120 am to 1150am,Tier I Associate,Current Employee,Columbus OH,Oct 1 2022
nan,2,Bad managers,Cannot think of anything distinct that stands out when compared to other standard companies,The strict PIP or Pivot program Amazon has a policy of putting 10 of their employee each year on PIP and then eventually firing them This effects the most to new employees as they are easier to fire If you are an international student please think twice before joining or even interviewing with them They will waste your OPT time and eventually fire you while they pretend to apply for your H1B Managers are of really low quality They do not have any exposure to new research in any field and will not let you pursue anything interesting And there is no safeguard around this for new employees you have to follow your manager blindly,Research Scientist,Current Employee,Los Angeles CA,Mar 18 2022
nan,5,Great Opportunity,Work life balance exposed to amazing thinkers so much opportunity,There are none that I’ve experienced so far,Sr Account Manager,Current Employee,Sunnyvale CA,Oct 2 2022
nan,4,Work,easy but cool people and managers,Repetitive work and boring clock go slow,Warehouse Worker,Former Employee,Stockton CA,Oct 2 2022
nan,3,Its a company with a lot of opportunities,Its a company with a lot of opportunities to build a career,No competitive compensation and the worklife balance can be complicated,EHS Specialist,Current Employee,nan,Sep 20 2022
nan,3,Overall good experience,In addition to fair pay employees have opportunities to own Amazon stock participate in 401k plans with 50 company match and enroll in paid life and accident insurance Financial counseling and estate planning services are also available plus paid shortterm and longterm disability if needed,First off its not easy to get a job at Amazon They have a rigorous interview process That said my experience is that there are a couple of things that Ive witnessed people struggle with One thing is Seattle itself Seattle CostofLiving is high for anyone not living in CA or NY Affordable housing is getting harder to find and the Seattle culture is not for everyone The weather as you might have heard also takes some getting used to Another thing is Amazons corporate culture In most roles you will be given a lot of freedom That also mean you dont always get a lot of direction or support In my experience you have to seek that out rather than having it given to you There will also be significant expectations regarding your production which isnt always 100 in your control but it is your responsibility you own your stack Finally Amazon doesnt give kudos early or often The quote Amazon is where overachievers go to feel bad about themselves is true,Shipping and Receiving,Former Employee,nan,Jan 2 2022
nan,5,Peck,Good benefit and things and thing a more,And and and and and,Packer,Former Employee,South Bend IN,Oct 3 2022
nan,2,Good experience but not for all,Lots of learning hands on experience,Too many hours worked not enough support not enough staffing,Area Manager,Current Employee,Kent WA,Oct 3 2022
nan,2,Amazon Care Care for your employees first,Nice people Great technology Good training Four 10 hour shifts,Weekend and holiday coverage needed Health plan coverage and poor options Poor PTO No 12 hour shifts unless you work nights Training 100 virtual if you’re a hands on learner might need more time Of the 20 weeks of maternity the first 4 weeks can only be taken if your dr says it’s necessary the last 6 weeks can only be taken in two options either all at once or in two 3 week terms and you only get these last 6 weeks if you’re with the company for more than a year,Registered Nurse,Former Employee,nan,Jul 2 2022
nan,3,Warehouse flex shopper,Fact pace Work to yourself not much talking or interacting with others if you like that,Hard to get shifts because so many people log in to get a shift,Flex Associate,Former Employee,Las Vegas NV,Sep 21 2022
nan,4,Overall good,People job is pretty easy,Management favoritism some of them just dont care Hard to move up if your not the favorite,Process Guide,Current Employee,Garner NC,Sep 21 2022
nan,3,Ok,Pay was good Pay was good,Hr was incompetent hours are long Limited room for growth without a degree,Packer,Former Employee,North Randall OH,Oct 5 2022
nan,3,Decent,The work is straightforward and goals are clear,Excessive oversight and checkin points with many layers of higher management,Area Manager,Current Employee,nan,Oct 5 2022
nan,5,Be the best you around the next in the industry,Learning culture inclusive teams that support one another aggressive pay It’s AWS,Very quick ramp when you first start So much so that you barely have time to enjoy being “new” Not a con but you have to be very autonomous and selfmotivated to succeed early on If you have self awareness of your own progress and can hold yourself accountable this is the place for you,Anonymous Employee,Current Employee,nan,Jul 11 2022
nan,4,Hard working,A lot you know what I’m saying feel me,A lot again just the same ole,Work From Home Customer Service Representative,Former Employee,nan,Oct 5 2022
nan,5,Great Company,Good company culture and helps to propel a career,Nothing is wrong with the company,Anonymous Employee,Former Employee,nan,Oct 5 2022
nan,5,Great company to work for,Career growth networking good team lots of focus on safety,Work life balance is not there and stretch rolls where you do more than you get paid for as part of career development,Site EHS Manager,Current Employee,nan,Aug 28 2022
nan,4,Good job for maintenance,Not physically demanding like other jobs,very politically correct and worried about image,Maintenance Technician,Current Employee,nan,Oct 6 2022
nan,1,No structure,NAME,NAME,Project Manager,Current Employee,Phoenix AZ,Oct 6 2022
nan,4,Good job,It’s good second job to have,Not recommended for first job if you are lazy,Associate,Current Employee,nan,Oct 6 2022
nan,5,Good job beginning a career,Benefits Well paid Many opportunities,Stressful Bad experience with HR,Learning Ambassador,Current Employee,Spokane WA,Oct 7 2022
nan,4,Amazon Review,Fun place to work Cool projects,Some bureaucracy Projects can be put on hold,Business Analyst,Former Employee,nan,Oct 7 2022
nan,3,I prefer working at a sort center Vs fulfillment Sortation center are less stressful,Vto medical benefits meeting new people and vet,Safety issues has always been a problem due to the volume theyre trying to push out door,Ambassador,Former Employee,nan,Sep 13 2022
nan,4,Good,Good environment and a good workplace,Bad life to work percentage,Alexa Data Associate,Current Employee,Houston TX,Sep 12 2022
nan,5,Excited to start new adventure of my professional career,Hiring and interview process are very well coordinated and thorough with sufficient lead time at every stage of the process Entire process is digital and keeps you informed and does periodic followups automatically OnBoarding process seems extensive but very much needed Lot of valuable information to go thru which prepares you well before actual work begins Management is very responsive along with team members all of AWS community,None so far been here for almost 2 months now,Database Consultant,Current Employee,nan,Apr 20 2022
nan,3,Picker,Amazon is providing peoples purchases by any means,Amazon can get very messy when it comes to schedule,Content Moderator,Former Employee,nan,Nov 13 2022
nan,4,Great,Time off Freedom cheapest benefits around 20Month total visiondentallife,Long hours mandatory overtime during novdec,Anonymous Employee,Former Employee,Kent WA,Sep 13 2022
nan,3,Hard work,Daily pay options are available,Bad environment and disrespectful management are a con Favoritism is awful,Stower,Current Employee,Bessemer AL,Nov 10 2022
nan,5,Great start to a career at AWS,NAME,NAME,Anonymous Employee,Current Employee,nan,Jun 29 2022
nan,1,Absolute worst place to work,Good domains to work in If you don’t like Alexa you have physical stores If you don’t like AWS there is prime video Many departments to choose from,You will be overworked without any support whatsoever will never be recognized promoted or paid fairly They WILL NOT promote you In addition to the bad work life balance and no career advancements the pay is below industry standard and stock price is now terrible There is no congeniality between colleague and it’s just plan difficult to work here I feel I wasted my time by staying here more than a year This company is terrible for my mental health Looking out for opportunities Think before you sign your live away and become indentured labor,UX Researcher,Current Employee,nan,Aug 16 2022
nan,3,Great Workplace with supportive management can become repetitive or cumbersome,Great management pay is okay,understaffed can feel like work is repetitive,Onsite Medical Representative,Current Employee,nan,Nov 9 2022
nan,3,too many hours,You manage your own time,too many hours to work in one day,Part Time Package Handler,Former Employee,Edison NJ,Nov 9 2022
nan,5,lovely environment,colleagues and managers have been really friendly and welcoming and do support new hires very well There is a lot of room for growth and this is encouraged and given space for,with a company of this size bureaucracy is hard to avoid but it is an issue to some degree,Catalog Specialist,Current Employee,nan,Jul 22 2022
nan,4,Not bad,Not as bad as it seems,Sometimes can be quite taxing,Anonymous Employee,Current Employee,nan,Oct 10 2022
nan,2,Do not care about their emplyees,Decent pay and good experience for college students or people trying to get their feet wet,long hours poor upper management will tell you one thing and do another Gives employees hope about new opportunities that never happen,Area Manager,Current Employee,nan,Sep 6 2022
nan,4,Good overall,Good projects to take ownership Lots of learning opportunities Work Life balance will depend on team Tech stack is modern,benefits are not as good as other big tech companies pay is not as high as other big tech companies,Software Development Engineer,Current Employee,Seattle WA,Sep 6 2022
nan,5,great pace and atmosphere,good co worker great team leaders easy to learn jobs,distance was a barrier for me to continue working with the companie,Outbound Order Picker,Former Employee,nan,Sep 26 2022
nan,1,Not too bad,Good hours good pay decent job,Routes are garbage too many stops not enough time,Driver,Current Employee,San Francisco CA,Nov 7 2022
nan,1,put away items,good pay and good peole to work with,long hours and bad bosses,Stower,Former Employee,Nampa ID,Nov 7 2022
nan,3,Medium,They offered a Good pay,The night shift was not for me,Warehouse Worker,Current Employee,nan,Oct 11 2022
nan,2,Amazon,Good pay good community get in shape,Warehouse work is depressing boring,Package Handler,Current Employee,nan,Oct 11 2022
nan,5,great,great pay diverse good management,to many hours to work,Warehouse Worker,Former Employee,nan,Oct 11 2022
nan,3,what you would expect no more no less,Simple work I know whats expected of me everyday and I rarely feel like I cant get my job done properly due to situations outside of my control,Some backbreaking days and like most of these fast paced menial labor jobs hard work is exclusively rewarded with more work,Sorter,Current Employee,Lafayette IN,Jul 8 2022
nan,5,Great onboarding support and guidance,During my onboarding there have been various meetings and check ins with folks from the broader organization as well as with my manager to help answer questions As part of the 3 month onboarding i was paired with a mentor and a buddy to help with any day to day details of the role and provide tips Best new hire experience,While there exists several guides to help you get up to speed it can sometimes be overwhelming On the flip side having a buddy and mentor to help coach through areas has been a live saver,Account Manager,Current Employee,Seattle WA,Jun 14 2022
nan,4,You earn your pay,Great benefits predictable schedule even when it’s slow they don’t send you home you are offered voluntary time off but can stay,A lot of leadership can be clueless and communication is lacking,Order Picker,Current Employee,nan,Aug 17 2022
nan,2,Eh,The job has great pay,The work is not for the weak,Sortation Associate,Former Employee,nan,Oct 12 2022
nan,4,Flexibility,Great flexibility and a few good managers,They could pay bit more considering this is New York and we are constantly working on our feet,Amazon Prime Now Shopper,Current Employee,New York NY,Sep 26 2022
nan,3,Flex Employee Hours,Flexible Hours Clean Store Environment,Must work Minimum 4 Hours a week Wanted to work flex hours and work 30 hours min per month,Flex Employee,Former Employee,nan,Sep 26 2022
nan,4,Great place to work in management,Easy to move uptransition within the company Good PTOVACTIME OFF Stocks and sign on bonuses,Raises are small Work tends to come home,OnSite Medical Representative,Former Employee,nan,Sep 26 2022
nan,1,Bad place to work,3 day shifts were nice,Short lunches bad management and bad work conditions,Warehouse Worker,Former Employee,nan,Nov 4 2022
nan,3,Not paid enough,Your out of the building and are given the opportunity to go to cdl school all paid for with no stipulation after,Not paid enough Once you have your cdl you have the ability to leave amazon and go where ever with your cdl Starting pay with a cdl anywhere currently is 2835 starting,Transportation Associate,Current Employee,Tulsa OK,Aug 1 2022
nan,5,Competitive pay smart people and a clear mission,NAME,Large organization can take time to learn and navigate,Sr Manager Internal Communications,Current Employee,Arlington VA,Sep 16 2022
nan,5,Navigating AWS,Excellent Place to work and learn Innovative great culture,Smart People Confidence is needed not to feel intimidated,Senior Program Manager,Current Employee,Houston TX,Sep 27 2022
nan,4,RC at Amazon,Amazon encourages its employers to network for advancement within Stock offers are really nice and the benefits are the best,Sometimes the high volume of work can become pretty frustrating,Recruiting Coordinator,Current Employee,Nashville TN,Aug 24 2022
nan,4,Good,The pay was okay for the time being Not a place to spend the rest of ones life,You can overwork yourself to get results and you are on your own,Associate,Former Employee,Wood Dale IL,Aug 24 2022
nan,3,Too Big,The benefits are good They pay for your safety shoes You can meet people from all over the world You have the opportunity to learn various roles Emphasis on safety There is an environment of equal respect for all people,Lack of rule enforcement Overtaxed human resources constantly resulting in pay and time off errors High management turnover Performance goals can be unreasonable Expect your body to ache Pay is not competitive Non English speaking employees can be difficult to train and communicate with Insufficient number of bathrooms and supply vending machines,Fulfillment Center Associate,Former Employee,nan,Aug 24 2022
nan,5,About Work,We can learn more in here and one of the best work culture and everyone is very helpfull,I dont think it has cons,Software Developer,Current Employee,Arlington VA,Aug 31 2022
nan,4,Inventory control,4 days shift The pay is ok,Long shift 1012 hour Boring workpkace,Problem Solver,Current Employee,Windsor CT,Aug 31 2022
nan,5,Great Company to work for,Great team culture and got lot to learn,Upward mobility could pose an issue,Supply Chain Manager,Current Employee,nan,Sep 8 2022
nan,3,It was alright,Pay is good and honestly shifts aren’t that bad,They don’t treat they workers properly,SBC,Former Employee,Pontiac MI,Oct 20 2022
nan,2,Upper managements a joke,The main reason people seem to stay here is because you end up meeting some good people,You name it level 1 associates training level 5 and up Managers Manager,Cdl A Driver Yard driver,Former Employee,nan,Oct 29 2022
nan,3,Good pay but,The pay and the benefits were top notch especially for being an entrylevel job,Nonexistent bathroom breaks coupled with all the standing means that almost ANY long bathroom emergency is pretty much risking your job,Warehouse Packer,Former Employee,nan,Oct 25 2022
nan,3,Was overworked,It was great because of the pay,You were overworked and got breaks that felt like they were so slow but maybe that was just the cons of an overnight shift,Warehouse Associate,Former Employee,nan,Oct 25 2022
nan,5,Great opportunity to make impact,1 Opportunity to work some of the largest firms in the world pushing the boundaries of AnalyticsML on the Cloud helping solve some of the core business problems and creating real measurable business impact 2 Despite the size very nimble The Day1 mindset is actually embodied by just about everyone,Early days yet A minor niggle onboarding was way longer than I thought it would be,Principal Analytics,Current Employee,San Francisco CA,Jul 5 2022
nan,4,Nice start but could be better,Good benefits as well as decent opportunities for departments,Managers and a few HR personnel are unprofessional or inexperienced as to how to run operations smoothly,Learning Ambassador,Current Employee,nan,Aug 25 2022
nan,3,Profitsafety,Good pay hours could be good the area of delivery determines your hours not the level you are as a driver keeps you fit,Many things wrong within amazon since in the case of drivers its run from the bottom up not top down Things like safety hazards are ignored till it becomes an issue perfection demanded but not helped to achieve group punishments for faults of managementHR many companies have different requirements for hiringbenefits when hiredlimits for firing which makes it hard to be hired at another company because none are managed and mitigated properly by amazon themselves Even the hours you drive doesnt depend on the level of the driver but the area theyre delivering at,Delivery Driver,Current Employee,nan,Jun 19 2022
nan,1,Great If you like getting slaved,As for pros if you find a good DSP that pays good and has performance bonuses you make ok money,The amount of stops drivers have to make in a day is absurd youre on average delivering 200400 packages and making about 180200 stops per day You get a 30 minute break unpaid break and 2 15 minute paid breaks which is great but god forbid you take it and put yourself behind schedule and end up needing a rescue and even then you still gotta move around like youre on something to get done at a decent hour If you are gonna work here at least get with a DSP that dispatches early in the AM They preach safety but with a workload like this youre almost encouraged to take shortcuts,Delivery Driver,Former Employee,Mahwah NJ,Jun 19 2022
nan,5,nan,great pay good environment good people,not applicable not applicable not,Area Manager,Current Employee,Edison NJ,Sep 18 2022
nan,4,good,flexible schedule time off benefits,hard labor 10 hour shifts,Fulfilment Associate,Current Employee,Charlotte NC,Sep 18 2022
nan,5,Supportive Healthy Environment,Currently focused on leading with empathy and building high performing teams through inclusion and not fear Performance is not a zerosum game Employee owned,The learning curve is challenging,Systems Development Engineer,Current Employee,Arlington VA,Jul 28 2022
nan,3,Do better,The pay and flexibility are good,Dont ignore medical accommodation letters,Customer Service Representative CSR,Former Employee,nan,Nov 17 2022
nan,5,Great place to work,Great staff and workplace culture innovative excellent worklife balance,Shutting down Dec 31 2022,Anonymous Employee,Current Employee,nan,Sep 9 2022
nan,4,Great,Super easy job if working at a sort center Worth the pay,Asking for fulltime takes months getting overtime gets taken fast and HR is a hit or miss with getting help depending on the person,Sort Center Associate,Current Employee,nan,Aug 19 2022
nan,4,Excellent opportunities for development,Great access to educational resources Supportive team and managers,Machines are very loud PTO does not accrue very quickly Fantastic insurance,IT Support Technician,Current Employee,West Jefferson OH,Sep 30 2022
nan,5,Training done right,Whether your someone with years of relevant experience in the field or someone with professional experience that doesnt directly correlate Amazon does a fantastic job at training You will spend at least 2 weeks in a training curriculum with ongoing ramp activities lasting your entire first 90 days These programs not only help you prepare for job specifics but help inculcate new employees into Amazons peculiar culture,While I believe it is of benefit to my learning style some may find that training in a fullyremote environment does not provide them with the support or immediate social access one my require to properly understand the fundamentals,Senior Account Manager,Current Employee,Pittsburgh PA,Apr 19 2022
nan,4,Good Challenge,If you like autonomy and challenge in your work you will love it here Lots of opportunity for professional growth,High turnover rate could sometimes make it difficult for teams,Sr Program Manager,Current Employee,Seattle WA,Sep 19 2022
nan,5,Better than EMS,Higher pay better hours recognition for hard work,Occasionally has staffing issues and workload can be alot,OMR,Current Employee,nan,Oct 1 2022
nan,4,Do it to set yourself up for better,Benifits They pay for school great health insurance,They dont really respect you,Warehouse Fullfilment Associate,Current Employee,nan,Oct 1 2022
nan,3,Good and Bad,Good pay and Good Benefits,Work life balance treated like crap Hire outside of company for manager corporate roles,Area Maintenance Manager,Former Employee,nan,Oct 2 2022
nan,3,Mileage May Vary,If youre in a nicer neighborhood and you have a good route then the job is pretty easy,It can be tough if you have to deliver in neighborhoods that are moresuspicious Youll often get the same route ad nauseam so the job can be very repetitive and mind numbing,Delivery Driver,Former Employee,nan,Aug 26 2022
nan,4,Not as bad as people make it seem,Paid time off voluntary time off vacation unpaid time off plenty of options to help with work life balance,I dont think the pay is fair most of us work very hard for barely enough to survive,Associate,Current Employee,Cleveland OH,Aug 26 2022
nan,4,Good place,Not great but the payment was good,I was PIPed so I think Im a little biased here,Solutions Architect,Former Employee,Seattle WA,Oct 2 2022
nan,5,Strong culture of committed employess,Structured unlike any job Ive ever had feels unconstrained Focused onobsessed with delighting customers Coworkers helpful at every turn Challenges employees mentally to innovate a good thing The Leadership Principles are at the core of operations not simply a company slogan,Not a Con as much as a looking forward statement More work in the area of IDE recognized and acknowledged by management,Anonymous Employee,Current Employee,Washington DC,Jul 6 2022
nan,4,Sr Associate QS,Coworkers are very nice Remote work Great work pace You can receive help from those designated to help you,Higher level supervisors are hard to reach Not very accommodating to different schedules,Sr Associate Quality Services,Current Employee,Arlington VA,Sep 20 2022
nan,5,Amazing place to learn and work,Lot of good stuffs to do and innovate Good Leadership team,Very steep learning curve need good time management to balance work and family,Anonymous Employee,Current Employee,nan,Sep 20 2022
nan,3,Long Hours okay pay,As long as your background clears you will get hired,Long hours and working overnight sucks,Warehouse Associate,Current Employee,Wilmington DE,Oct 3 2022
nan,3,It was fine,Schedule was flexible and easy to work with,Missing work wasn’t allowed and hard to get around,Warehouse Worker,Former Employee,nan,Oct 3 2022
nan,5,Great side gig,Great environment and fantastic people to work with Defiantly high high high tech,Very hard to move anywhere within the corporate positions,Customer Service Associate,Former Employee,New York NY,Sep 21 2022
nan,3,Working as a Flow Operator,Learning new skills and get some classes Computer skills,Constant changes The pay sucks,Flow Operator,Current Employee,nan,Oct 4 2022
nan,5,pretty good,nice working environment and employees,not a lot of money,Manager,Current Employee,Salt Lake City UT,Oct 4 2022
nan,3,It’s a great job for people with drive,The amazing benefits is a pro,Hourly base pay is 15,Picker,Current Employee,Romulus MI,Oct 4 2022
nan,3,Work,Easy work and decent schedule Only do 4 hrs max 5,Hot in the trailers and in summer,Unload,Former Employee,nan,Oct 4 2022
nan,4,A job that is not hard to keep,The Benefits and job flexibility,Too Overworked for low pay,FC Associate I,Current Employee,nan,Oct 4 2022
nan,4,Good worklife,Great work life balance team is helpful and encouraged fun activities,Very team and departmentspecific experiences,SDE Intern,Former Employee,nan,Oct 4 2022
nan,5,Best company I have ever worked for,There are clear and innovative directions to follow or determine for yourself Very supportive people to work with where everyone truly are in it together,If you are not a selfstarter this is not for you You must take initiative and work out your contribution for your job and where you want to go,Sr Solutions Architect,Current Employee,Salt Lake City UT,Aug 9 2022
nan,3,Warehouse,Make Sure your in good shape as you will be moving walking or speed walkingjogging around the warehouse,Endless packages coming in going out Working Conditions are not best quality Not worse either but can become irritating,Warehouse Associate,Current Employee,Laurel MD,Jun 9 2022
nan,4,Great place to work,fully remote team culture growth opportunities,sometimes highstress and demanding no overtime allowed,Recruiting Coordinator,Current Employee,Seattle WA,Oct 5 2022
nan,3,Boxesand boxesand boxes,You gotta love boxes to work here,Wear comfortable shoes and drink lots of water,Warehouse Worker,Current Employee,nan,Oct 5 2022
